,PseudoTime1
H9_36h_009,0.233309986
H9_36h_010,0.224583836
H9_36h_011,0.226929802
H9_36h_012,0.223825309
H9_36h_013,0.224461723
H9_36h_014,0.221377745
H9_36h_015,0.221441755
H9_36h_016,0.226602817
H9_36h_017,0.225085377
H9_36h_018,0.221710241
H9_36h_019,0.231682914
H9_36h_020,0.228186094
H9_36h_022,0.227466696
H9_36h_023,0.221842556
H9_36h_024,0.221441099
H9_36h_025,0.225293501
H9_36h_026,0.222200123
H9_36h_027,0.222447547
H9_36h_028,0.221083852
H9_36h_029,0.222549328
H9_36h_030,0.222105947
H9_36h_031,0.223049543
H9_36h_033,0.221949534
H9_36h_034,0.223345481
H9_36h_035,0.228855446
H9_36h_036,0.221838792
H9_36h_037,0.222715287
H9_36h_038,0.221724772
H9_36h_040,0.232000246
H9_36h_041,0.22169927
H9_36h_042,0.223237891
H9_36h_043,0.226569396
H9_36h_044,0.226690388
H9_36h_045,0.228154598
H9_36h_046,0.222624205
H9_36h_047,0.222153804
H9_36h_048,0.221097403
H9_36h_049,0.225309878
H9_36h_050,0.224935381
H9_36h_051,0.240228522
H9_36h_052,0.228052233
H9_36h_053,0.221602654
H9_36h_054,0.222358041
H9_36h_055,0.221684414
H9_36h_056,0.227895702
H9_36h_057,0.224573877
H9_36h_058,0.221086708
H9_36h_059,0.207314415
H9_36h_060,0.226487781
H9_36h_061,0.221224885
H9_36h_062,0.209382903
H9_36h_063,0.227524455
H9_36h_064,0.234838631
H9_36h_065,0.221386455
H9_36h_066,0.22111112
H9_36h_067,0.222429832
H9_36h_068,0.223705542
H9_36h_070,0.218733588
H9_36h_071,0.23018844
H9_36h_072,0.222001948
H9_36h_073,0.223923114
H9_36h_074,0.224776646
H9_36h_075,0.224894093
H9_36h_076,0.22190198
H9_36h_077,0.239191673
H9_36h_078,0.233869565
H9_36h_079,0.232128123
H9_36h_080,0.238082771
H9_36h_081,0.232975729
H9_36h_082,0.227617555
H9_36h_083,0.227392693
H9_36h_084,0.237786207
H9_36h_085,0.221728593
H9_36h_086,0.228703681
H9_36h_087,0.225419997
H9_36h_088,0.233240641
H9_36h_089,0.231627358
H9_36h_090,0.226911196
H9_36h_091,0.224979328
H9_36h_092,0.22623448
H9_36h_093,0.227372745
H9_36h_094,0.224014377
H9_36h_095,0.233129169
H9_36h_096,0.230500118
H9_36h_097,0.23623433
H9_36h_098,0.238419134
H9_36h_099,0.230387245
H9_36h_100,0.237554565
H9_36h_101,0.231653708
H9_36h_102,0.225222645
H9_36h_103,0.224461756
H9_36h_104,0.230260359
H9_36h_105,0.226631514
H9_36h_106,0.2274895
H9_36h_107,0.229744139
H9_36h_108,0.233183842
H9_36h_109,0.229395019
H9_36h_110,0.226601261
H9_36h_111,0.238734286
H9_36h_112,0.238423962
H9_36h_113,0.235928454
H9_36h_114,0.228757658
H9_36h_115,0.23642638
H9_36h_116,0.201703168
H9_36h_117,0.210637112
H9_36h_118,0.211359573
H9_36h_119,0.222823569
H9_36h_120,0.201820485
H9_36h_121,0.211996463
H9_36h_122,0.196432277
H9_36h_123,0.216721011
H9_36h_124,0.212528442
H9_36h_125,0.217263896
H9_36h_126,0.197394263
H9_36h_127,0.211549598
H9_36h_128,0.225638158
H9_36h_129,0.240180759
H9_36h_130,0.217626465
H9_36h_131,0.238692528
H9_36h_132,0.222327598
H9_36h_133,0.22366422
H9_36h_134,0.219992354
H9_36h_135,0.226124302
H9_36h_136,0.23153763
H9_36h_137,0.231568117
H9_36h_138,0.226712377
H9_36h_139,0.21025391
H9_36h_140,0.228412766
H9_36h_141,0.230809458
H9_36h_142,0.216992079
H9_36h_143,0.221560803
H9_36h_144,0.24232306
H9_36h_145,0.215957358
H9_36h_146,0.212766157
H9_36h_147,0.223016883
H9_36h_148,0.227860117
H9_36h_149,0.229966163
H9_36h_150,0.233287429
H9_36h_151,0.242836136
H9_36h_152,0.221562962
H9_36h_153,0.223617468
H9_36h_154,0.212768553
H9_36h_155,0.222211433
H9_36h_156,0.233030249
H9_36h_158,0.214031282
H9_36h_159,0.213700437
H9_36h_160,0.226843781
H9_36h_161,0.240380708
H9_36h_162,0.225194928
H9_36h_163,0.217924378
H9_36h_164,0.215761863
H9_36h_165,0.231564772
H9_36h_166,0.211443919
H9_36h_168,0.224162711
H9_36h_170,0.231877221
H9_36h_171,0.208762106
H9_36h_172,0.221220732
H9_36h_173,0.20592567
H9_36h_174,0.196756209
H9_36h_175,0.22923734
H9_36h_176,0.199315508
H9_36h_177,0.224894748
H9_36h_178,0.225268522
H9_36h_179,0.220259158
H9_72h_001,0.247654343
H9_72h_002,0.254865162
H9_72h_003,0.259970372
H9_72h_004,0.234994672
H9_72h_005,0.253963453
H9_72h_006,0.255668593
H9_72h_007,0.242648799
H9_72h_008,0.25575326
H9_72h_009,0.248833159
H9_72h_010,0.251319769
H9_72h_011,0.259383782
H9_72h_012,0.257044219
H9_72h_013,0.232716807
H9_72h_014,0.258319401
H9_72h_015,0.247957245
H9_72h_016,0.25116995
H9_72h_017,0.256361997
H9_72h_018,0.243126533
H9_72h_019,0.26005132
H9_72h_020,0.237548465
H9_72h_021,0.255367791
H9_72h_022,0.252078339
H9_72h_023,0.258917043
H9_72h_024,0.249300352
H9_72h_025,0.250110477
H9_72h_026,0.244522344
H9_72h_027,0.259445823
H9_72h_028,0.239544781
H9_72h_029,0.247804361
H9_72h_030,0.255910228
H9_72h_031,0.25598
H9_72h_032,0.259370031
H9_72h_033,0.255595341
H9_72h_034,0.251721047
H9_72h_035,0.254578419
H9_72h_036,0.255246409
H9_72h_037,0.257003799
H9_72h_038,0.251326772
H9_72h_039,0.245006497
H9_72h_040,0.24769133
H9_72h_041,0.258177042
H9_72h_042,0.26005132
H9_72h_043,0.256224394
H9_72h_044,0.25740775
H9_72h_045,0.249083027
H9_72h_046,0.257052254
H9_72h_047,0.259175954
H9_72h_048,0.26005132
H9_72h_049,0.259613411
H9_72h_050,0.256460063
H9_72h_051,0.258286945
H9_72h_052,0.255967644
H9_72h_053,0.26005132
H9_72h_054,0.248177969
H9_72h_055,0.259070338
H9_72h_056,0.233549827
H9_72h_057,0.259752084
H9_72h_058,0.25303781
H9_72h_059,0.258711901
H9_72h_060,0.244794594
H9_72h_061,0.249527347
H9_72h_062,0.250569732
H9_72h_063,0.249813814
H9_72h_064,0.258289707
H9_72h_065,0.259088049
H9_72h_066,0.244449215
H9_72h_067,0.249629963
H9_72h_068,0.252625221
H9_72h_069,0.252721855
H9_72h_070,0.254112824
H9_72h_071,0.25794754
H9_72h_072,0.240035977
H9_72h_073,0.247231621
H9_72h_074,0.243135248
H9_72h_075,0.26005132
H9_72h_077,0.224293641
H9_72h_078,0.247953595
H9_72h_079,0.258020571
H9_72h_080,0.244480193
H9_72h_081,0.233541496
H9_72h_082,0.244950112
H9_72h_083,0.239675015
H9_72h_084,0.252259634
H9_72h_085,0.2350918
H9_72h_086,0.2584102
H9_72h_087,0.254449334
H9_72h_088,0.238336178
H9_72h_089,0.241706877
H9_72h_090,0.242130719
H9_72h_091,0.245518576
H9_72h_092,0.252901416
H9_72h_093,0.239140416
H9_72h_094,0.249194035
H9_72h_095,0.237233871
H9_72h_096,0.26005132
H9_72h_097,0.251207612
H9_72h_098,0.25045128
H9_72h_099,0.253479752
H9_72h_100,0.225358534
H9_72h_101,0.258121824
H9_72h_102,0.258370499
H9_72h_103,0.24677807
H9_72h_104,0.251248347
H9_72h_105,0.25316752
H9_72h_106,0.256815678
H9_72h_107,0.253746975
H9_72h_108,0.250131216
H9_72h_109,0.250964364
H9_72h_110,0.244405757
H9_72h_111,0.259131481
H9_72h_112,0.243278362
H9_72h_113,0.245863341
H9_72h_114,0.256816437
H9_72h_115,0.236617627
H9_72h_116,0.259998698
H9_72h_117,0.250229458
H9_72h_118,0.259372284
H9_72h_119,0.255725876
H9_72h_120,0.254395454
H9_72h_121,0.257173225
H9_72h_122,0.249489051
H9_72h_123,0.253312323
H9_72h_124,0.24349847
H9_72h_125,0.230562776
H9_72h_126,0.257969032
H9_72h_127,0.255104205
H9_72h_128,0.254231817
H9_72h_129,0.238460643
H9_72h_130,0.249092005
H9_72h_131,0.236712647
H9_72h_132,0.235936881
H9_72h_133,0.242631424
H9_72h_134,0.26005132
H9_72h_135,0.254909385
H9_72h_137,0.230057319
H9_72h_138,0.25390939
H9_72h_139,0.240708306
H9_72h_140,0.240949296
H9_96h_001,0.238876118
H9_96h_002,0.233921224
H9_96h_003,0.231905739
H9_96h_004,0.228696675
H9_96h_005,0.249518251
H9_96h_006,0.252833865
H9_96h_007,0.241428834
H9_96h_008,0.225327713
H9_96h_009,0.2318897
H9_96h_010,0.245687587
H9_96h_011,0.250223326
H9_96h_012,0.229501217
H9_96h_013,0.23498291
H9_96h_014,0.237752843
H9_96h_015,0.254153263
H9_96h_016,0.240106543
H9_96h_017,0.227961977
H9_96h_018,0.234825238
H9_96h_019,0.227971789
H9_96h_020,0.250192764
H9_96h_021,0.246129915
H9_96h_022,0.241104935
H9_96h_023,0.239440339
H9_96h_024,0.23212372
H9_96h_025,0.231403701
H9_96h_026,0.235906156
H9_96h_027,0.22755164
H9_96h_028,0.242229698
H9_96h_029,0.249776406
H9_96h_030,0.239505615
H9_96h_031,0.229398736
H9_96h_032,0.231233714
H9_96h_033,0.231847876
H9_96h_034,0.228026296
H9_96h_035,0.235253355
H9_96h_036,0.233995525
H9_96h_037,0.2331385
H9_96h_038,0.239232114
H9_96h_039,0.233817095
H9_96h_040,0.231112055
H9_96h_041,0.242159253
H9_96h_042,0.235852001
H9_96h_043,0.232351294
H9_96h_044,0.234963952
H9_96h_045,0.234423479
H9_96h_046,0.231321037
H9_96h_047,0.228605712
H9_96h_048,0.226125966
H9_96h_049,0.240531127
H9_96h_050,0.229848182
H9_96h_051,0.255572823
H9_96h_052,0.240188482
H9_96h_053,0.235202074
H9_96h_054,0.242071594
H9_96h_055,0.239594689
H9_96h_056,0.228282419
H9_96h_057,0.240361646
H9_96h_058,0.24557322
H9_96h_059,0.23217719
H9_96h_060,0.229957896
H9_96h_061,0.232942902
H9_96h_062,0.233484134
H9_96h_063,0.234585255
H9_96h_064,0.233041653
H9_96h_065,0.242002524
H9_96h_066,0.240928292
H9_96h_067,0.233484849
H9_96h_068,0.23444902
H9_96h_069,0.234012298
H9_96h_070,0.235093302
H9_96h_071,0.226425426
H9_96h_072,0.229253918
H9_96h_073,0.230859886
H9_96h_074,0.240317924
H9_96h_075,0.238889946
H9_96h_077,0.229937548
H9_96h_078,0.231380855
H9_96h_079,0.229719785
H9_96h_080,0.232263953
H9_96h_081,0.236478629
H9_96h_082,0.228590867
H9_96h_083,0.251484916
H9_96h_084,0.255369669
H9_96h_085,0.227562922
H9_96h_086,0.23854068
H9_96h_087,0.246393775
H9_96h_088,0.244787362
H9_96h_089,0.258833018
H9_96h_090,0.242565875
H9_96h_091,0.254154504
H9_96h_092,0.259725471
H9_96h_093,0.2383368
H9_96h_094,0.26005132
H9_96h_095,0.25576854
H9_96h_096,0.232480826
H9_96h_097,0.248475352
H9_96h_098,0.235873368
H9_96h_099,0.258082238
H9_96h_100,0.258372809
H9_96h_101,0.257363082
H9_96h_102,0.250725807
H9_96h_103,0.241816474
H9_96h_104,0.25818849
H9_96h_105,0.242306627
H9_96h_106,0.255736125
H9_96h_107,0.234102615
H9_96h_108,0.254045121
H9_96h_109,0.24593966
H9_96h_110,0.258858472
H9_96h_111,0.257917434
H9_96h_112,0.245344858
H9_96h_113,0.254306709
H9_96h_114,0.233030881
H9_96h_115,0.25327863
H9_96h_116,0.243374916
H9_96h_117,0.242038488
H9_96h_118,0.254757051
H9_96h_119,0.239173105
H9_96h_120,0.23205653
H9_96h_121,0.24048649
H9_96h_122,0.233532751
H9_96h_123,0.258751095
H9_96h_124,0.245295873
H9_96h_125,0.233492274
H9_96h_126,0.235033951
H9_96h_127,0.239610625
H9_96h_128,0.257362993
H9_96h_129,0.239083766
H9_96h_130,0.241550748
H9_96h_131,0.253864337
H9_96h_132,0.229239104
H9_96h_133,0.254851641
H9_96h_134,0.243659933
H9_96h_135,0.256829215
H9_96h_136,0.250796372
H9_96h_137,0.25870282
H9_96h_138,0.246165973
H9_96h_139,0.249632913
H9_96h_140,0.238736651
H9_96h_141,0.23260537
H9_96h_142,0.2303007
H9_96h_143,0.237573314
H9_96h_144,0.243207939
H9_96h_145,0.236351635
H9_96h_146,0.253588426
H9_96h_147,0.249129475
H9_96h_148,0.246846284
H9_96h_149,0.245267796
H9_96h_150,0.253678169
H9_96h_151,0.230593712
H9_96h_152,0.240446445
H9_96h_153,0.233043912
H9_96h_154,0.231789777
H9_96h_155,0.245576655
H9_96h_156,0.240905844
H9_96h_157,0.231116667
H9_96h_158,0.250925849
H9_96h_159,0.24671336
H9_96h_160,0.249908518
H9_96h_161,0.251385394
H9_96h_162,0.254632182
H9_96h_163,0.252693959
H9_96h_164,0.243330091
H9_96h_165,0.240001889
H9_96h_166,0.249830967
H9_96h_167,0.246010789
H9_96h_168,0.244635924
H9_96h_169,0.239547747
H9_96h_170,0.248486033
H9_96h_171,0.236854489
H9_96h_173,0.235196911
H9_96h_174,0.250336408
H9_96h_175,0.238669126
H9_96h_176,0.246965953
H9_96h_177,0.24828334
H9_96h_178,0.232968234
H9_96h_179,0.253214382
H9_96h_180,0.232663415
H9_96h_182,0.249572704
H9_96h_183,0.234446186
H9_96h_184,0.250841451
H9_96h_185,0.24176423
H9_96h_186,0.239022113
H9_96h_187,0.243298082
H9_96h_188,0.236679563
H9_96h_189,0.233338732
H9_96h_190,0.252849931
H9_96h_192,0.244976433
