Gene1,Gene2
EBF1,TRMT11
EBF1,EMID1
EBF1,UHRF1
EBF1,NDRG1
EBF1,ATAD1
EBF1,IL21R
EBF1,SERPINA3G
EBF1,GNG11
EBF1,GPR160
EBF1,SCARB1
EBF1,EBF1
EBF1,DHFR
EBF1,PSEN1
EBF1,NUP107
EBF1,APLP2
EBF1,MFSD1
EBF1,ABHD17B
EBF1,GSR
EBF1,SDF2L1
EBF1,CCDC50
EBF1,PRKCH
EBF1,PANX1
EBF1,FDFT1
EBF1,ABCB8
EBF1,SLC39A6
EBF1,SMPDL3A
EBF1,TOR3A
EBF1,HACD3
EBF1,CYP2J9
EBF1,UTP4
EBF1,DUSP1
EBF1,FCHO2
EBF1,TCP11L2
EBF1,EMILIN1
EBF1,TCIRG1
EBF1,COQ8A
EBF1,MAN2A2
EBF1,ATP13A1
EBF1,PRODH
EBF1,MAGED2
EBF1,UMPS
EBF1,NFAM1
EBF1,CISH
EBF1,RCOR1
EBF1,SEH1L
EBF1,GMIP
EBF1,TRIM35
EBF1,PTGS1
EBF1,GRIA3
EBF1,TMEM229B
EBF1,DNAJC5
EBF1,BC035044
EBF1,CAD
EBF1,IKZF1
EBF1,SPNS2
EBF1,CCL9
EBF1,HP
EBF1,TMEM43
EBF1,PHF11B
EBF1,CSAD
EBF1,CD74
EBF1,TSPAN14
EBF1,TACC3
EBF1,MYO5A
EBF1,DNAJC10
ELF1,WDHD1
ELF1,TFG
ELF1,NUP107
ELF1,DCAF13
ELF1,CYBC1
ELF1,SLC25A46
ELF1,TACC3
ELF1,PNO1
ELF1,MOGS
ELF1,LONP2
ELF1,PRELID3B
ELF1,TXNDC11
ELF1,TOP3B
ELF1,CHORDC1
ELF1,GMIP
ELF1,GOLT1B
ELF1,FOXRED1
ELF1,GMCL1
ELF1,TRIM35
ELF1,RANGAP1
ELF1,MAPKAPK3
ELF1,ITSN1
ELF1,RAD21
ELF1,ZFP24
ELF1,MAD2L1
ELF1,MEIS1
ELF1,TUBGCP3
ELF1,UBR7
ELF1,WDR55
ELF1,NCEH1
ELF1,ATP13A1
ELF1,PRKCH
ELF1,MORC3
ELF1,G6PDX
ELF1,TMEM229B
ELF1,CLPTM1L
ELF1,MARS
ELF1,RFC5
ELF1,MYO1G
ELF1,MTMR6
ELF1,CCDC137
ELF1,RAD51
ELF1,PLAA
ELF1,INTS13
ELF1,ZNRF2
ELF1,PANX1
ELF1,DPP8
ELF1,FTSJ3
ELF1,CDC45
ELF1,ACOX1
ELF1,WDR4
ELF1,COLGALT1
ELF1,RRM1
ELF1,UTP4
ELF1,PLIN3
ELF1,SAMD9L
ELF1,LYN
ELF1,CD48
ELF1,FUCA2
ELF1,MIS12
ELF1,GMFB
ELF1,KAT7
ELF1,SEH1L
ELF1,1700017B05RIK
ELF1,FCER1G
ELF1,CCL9
ELF1,RPA2
ELF1,ARL8B
ELF1,TM6SF1
ELF1,TIMM29
ELF1,GLB1
ELF1,RTP4
ELF1,CD82
ELF1,IDH1
ELF1,MSH6
ELF1,PLD3
ELF1,ARHGEF39
ELF1,TCP11L2
ELF1,PPAT
ELF1,ME2
ELF1,FRRS1
ELF1,TRMT11
ELF1,ZFP35
ELF1,PPP1R15A
ELF1,NCLN
ELF1,DNAJC5
ELF1,NOP2
ELF1,CDC6
ELF1,AHCYL1
ELF1,TESPA1
ELF1,GIMAP6
ELF1,OASL2
ELF1,RANBP3
ELF1,NFAT5
ELF1,PRMT7
ELF1,ATP8B4
ELF1,ABHD17B
ELF1,TMEM206
ELF1,JUN
ELF1,WDR5
ELF1,DNAJC11
ELF1,STT3B
ELF1,RARS
ELF1,CUL3
ELF1,CLN5
ELF1,PSEN1
ELF1,ATG12
ELF1,AP3S1
ELF1,PRODH
ELF1,TBC1D5
ELF1,COPB1
ELF1,ATAD1
ELF1,GOLPH3
ELF1,RPRD1B
ELF1,GBP7
ELF1,ICAM1
ELF1,OTUD6B
ELF1,FAM76B
ELF1,TBC1D9B
ELF1,UMPS
ELF1,ARL6IP6
ELF1,CYP4V3
ELF1,IKZF1
ELF1,SDF2L1
ELF1,BID
ELF1,TES
ELF1,PFKP
ELF1,NFAM1
ELF1,DUS1L
ELF1,GALNT6
ELF1,MLKL
ELF1,TOR3A
ELF1,GPR160
ELF1,CBFB
ELF1,PRPS2
ELF1,PRIM2
ELF1,TBC1D10C
ELF1,FASTKD2
ELF1,MFSD1
ELF1,RGS1
ELF1,ISYNA1
ELF1,UAP1
ELF1,PTDSS1
ELF1,SLC39A6
ELF1,PRPF4
ELF1,NCAPD2
ELF1,TARS
ELF1,SELENBP1
ELF1,STAT2
ELF1,SSH3
ELF1,AKNA
ELF1,CSF2RB
ELF1,SLC28A2
ELF1,MKI67
ELF1,GPR65
ELF1,TMEM173
ELF1,FES
ELF1,SLC30A5
ELF1,RPS6KA3
ELF1,CNRIP1
ELF1,DHFR
ELF1,EIF1AD
ELF1,PREP
ELF1,CCNB2
ELF1,FAM91A1
ELF1,ZFP945
ELF1,HCFC1
ELF1,SPI1
ELF1,SERPINB9
ELF1,ANXA3
ELF1,ARL11
ELF1,ABCB8
ELF1,HACD3
ELF1,GUSB
ELF1,SLC35B4
ELF1,SNX30
ELF1,CDT1
ELF1,UHRF1
ELF1,NADK
ELF1,KCTD12
ELF1,DNAJC10
ELF1,GIMAP1
ELF1,FGL2
ELF1,FDFT1
ELF1,PARP8
ELF1,EBI3
ELF1,TMX4
ELF1,VAV3
ELF1,TYROBP
ELF1,ALDH9A1
ELF1,IARS
ELF1,GMNN
ELF1,SLC44A2
ELF1,4833439L19RIK
ELF1,DNM1L
ELF1,CCL4
ELF1,MS4A6C
ELF1,B230219D22RIK
ELF1,CTLA2B
ELF1,AURKB
ELF1,CALCRL
ELF1,RCOR1
ELF1,CBX7
ELF1,GANAB
ELF1,LAP3
ELF1,CDCA8
ELF1,DHX33
ELF1,VPS35
ELF1,ORC6
ELF1,ADO
ELF1,TYMS
ELF1,RPP40
ELF1,GNS
ELF1,POLD1
ELF1,MOB3C
ELF1,UNC93B1
ELF1,FUT7
ELF1,USP11
ELF1,GSR
ELF1,PHF11B
ELF1,CDCA4
ELF1,NEURL3
ELF1,FAR1
ELF1,RCC1
ELF1,PSTPIP1
ELF1,DOK2
ELF1,TGTP2
ELF1,UBA7
ELF1,POLE3
ELF1,CTC1
ELF1,NDE1
ELF1,DLST
ELF1,ITGAL
ELF1,CASP1
ELF1,HK3
ELF1,CD69
ELF1,TMEM50B
ELF1,DENND1C
ELF1,ZFP451
ELF1,FIGNL1
ELF1,CSTF2
ELF1,TCIRG1
ELF1,TRIM47
ELF1,CYB5R1
ELF1,MAP4K2
ELF1,TUBGCP2
ELF1,TBL3
ELF1,CCDC50
ELF1,IARS2
ELF1,LIG1
ELF1,TMEM43
ELF1,ZFP367
ELF1,JPT2
ELF1,FGFR1OP
ELF1,PLEKHO2
ELF1,MGAT5
ELF1,CD300A
ELF1,RFC4
ELF1,LCP2
ELF1,GM1966
ELF1,HACD4
ELF1,LTB
ELF1,DENND2D
ELF1,SLCO3A1
ELF1,MICU1
ELF1,H2-AA
ELF1,TMX3
ELF1,ELMO2
ELF1,MFSD14B
ELF1,RRM2
ELF1,NAMPT
ELF1,ANXA5
ELF1,MTREX
ELF1,TSPAN14
ELF1,CISH
ELF1,NUDT19
ELF1,UBL4A
ELF1,STXBP4
ELF1,PEAR1
ELF1,PGLYRP2
ELF1,SPNS3
ELF1,IGSF6
ELF1,IRGM2
ELF1,CST7
ELF1,XPNPEP1
ELF1,HEXA
ELF1,RPA1
ELF1,RAB37
ELF1,PIM2
ELF1,PSAT1
ELF1,CD53
ELF1,CFP
ELF1,CSGALNACT2
ELF1,ANXA1
ELF1,XAF1
FOXO1,PCMTD2
FOXO1,NADK
FOXO1,LTB
FOXO1,COQ8A
FOXO1,RMND5A
FOXO1,TCP11L2
FOXO1,NFAT5
FOXO1,FCHO2
FOXO1,GMCL1
FOXO1,INTS13
FOXO1,RAD21
FOXO1,ALAS1
FOXO1,DHFR
FOXO1,ST8SIA4
FOXO1,PPP1R15A
FOXO1,PLAA
FOXO1,FGFR1OP
FOXO1,ARL6IP6
FOXO1,SESN1
FOXO1,ADO
FOXO1,SNAP23
FOXO1,CBFB
FOXO1,TMEM206
FOXO1,LONP2
FOXO1,RGS1
FOXO1,DNAJC11
FOXO1,MSH6
FOXO1,CHORDC1
FOXO1,IL21R
FOXO1,RGS2
FOXO1,GRIA3
FOXO1,RCC1
FOXO1,TMEM43
FOXO1,DHX33
FOXO1,NDRG1
FOXO1,B230219D22RIK
FOXO1,TXNDC11
FOXO1,LIG1
FOXO1,MORC3
FOXO1,PCMTD1
FOXO1,ABCB8
FOXO1,USP10
FOXO1,WDHD1
FOXO1,NCLN
FOXO1,USP37
FOXO1,PPAT
FOXO1,TIMM29
FOXO1,SEH1L
FOXO1,CALCRL
FOXO1,INPP5B
FOXO1,TMEM229B
FOXO1,SLC35B4
FOXO1,RANGAP1
FOXO1,GMNN
FOXO1,CDC45
FOXO1,RPA1
FOXO1,FIGNL1
FOXO1,FOXO1
FOXO1,TMX3
FOXO1,PTTG1IP
FOXO1,GMFB
FOXO1,RAD51
FOXO1,DNM1L
FOXO1,ITSN1
FOXO1,SERPINB9
FOXO1,MFSD1
FOXO1,ANXA5
FOXO1,MYCT1
FOXO1,SATB1
FOXO1,HDAC2
FOXO1,TACC3
FOXO1,METAP1
FOXO1,COLGALT1
FOXO1,TRIM35
FOXO1,NAMPT
FOXO1,KPNA3
FOXO1,DNAJC5
FOXO1,PRIM1
FOXO1,TFG
FOXO1,KCTD12
FOXO1,GOLPH3
FOXO1,NUP107
FOXO1,IKZF1
FOXO1,RGCC
FOXO1,MTMR6
FOXO1,IPO9
FOXO1,CNRIP1
FOXO1,SETD2
FOXO1,RHOF
FOXO1,RPP40
FOXO1,ATP8B4
FOXO1,CTC1
FOXO1,RCOR1
FOXO1,OASL2
FOXO1,FAM76B
FOXO1,ZFP451
FOXO1,MYC
GATA2,ITSN1
GATA2,PADI4
GATA2,MFSD1
GATA2,CSF2RB
GATA2,PSAT1
GATA2,RASSF4
GATA2,TOR3A
GATA2,STXBP4
GATA2,TMEM229B
GATA2,HEXA
GATA2,SLC2A3
GATA2,TESPA1
GATA2,TMX4
GATA2,POR
GATA2,SPI1
GATA2,RAB37
GATA2,SGMS1
GATA2,DNAJC11
GATA2,PNO1
GATA2,CST7
GATA2,RAB44
GATA2,DNAJC10
GATA2,GMFB
GATA2,RRM1
GATA2,ISYNA1
GATA2,NEURL3
GATA2,LONP2
GATA2,ALDH9A1
GATA2,SLC18A2
GATA2,CISH
GATA2,PCMTD1
GATA2,ST8SIA4
GATA2,TFR2
GATA2,DPP8
GATA2,KAT7
GATA2,CYP4V3
GATA2,FCER1G
GATA2,BTK
GATA2,DNM1L
GATA2,SPNS2
GATA2,JUN
GATA2,FRRS1
GATA2,MARS
GATA2,MAPKAPK3
GATA2,AHCYL1
GATA2,MICU1
GATA2,RANGAP1
GATA2,ELMO2
GATA2,DCAF13
GATA2,SPNS3
GATA2,MKI67
GATA2,CTLA2A
GATA2,OTUD6B
GATA2,ELF1
GATA2,UBE2L6
GATA2,GNG12
GATA2,IDH1
GATA2,USP10
GATA2,GFI1B
GATA2,RCOR1
GATA2,TMX3
GATA2,TARS
GATA2,PLIN3
GATA2,MTMR6
GATA2,COPB1
GATA2,PPP1R15A
GATA2,TOP3B
GATA2,FCGR3
GATA2,TSPAN14
GATA2,HACD4
GATA2,ARL6IP6
GATA2,RHOF
GATA2,POLE3
GATA2,ADSSL1
GATA2,CALCRL
GATA2,RPA2
GATA2,IPO9
GATA2,EZR
GATA2,RCC1
GATA2,MAD2L1
GATA2,EBF1
GATA2,CERS4
GATA2,CHORDC1
GATA2,TCP11L2
GATA2,HACD3
GATA2,PRMT7
GATA2,TES
GATA2,DUS1L
GATA2,FUCA2
GATA2,TNFRSF21
GATA2,WDR5
GATA2,LAPTM4B
GATA2,MTREX
GATA2,TOP2A
GATA2,TUBGCP2
GATA2,MORC3
GATA2,GNS
GATA2,RAD51
GATA2,MTFR1
GATA2,LONP1
GATA2,NFAT5
GATA2,ATP11C
GATA2,GBP3
GATA2,SHMT1
GATA2,PBK
GATA2,MYO1G
GATA2,SLC25A46
GATA2,STAT2
GATA2,SCARB1
GATA2,TRMT11
GATA2,B230219D22RIK
GATA2,UNC93B1
GATA2,CDT1
GATA2,FASTKD2
GATA2,EML4
GATA2,DUSP1
GATA2,ABHD17B
GATA2,GUSB
GATA2,RPA1
GATA2,PTDSS1
GATA2,FIGNL1
GATA2,IL27RA
GATA2,RFC4
GATA2,TIPIN
GATA2,TBC1D5
GATA2,ABCB8
GATA2,NKG7
GATA2,PLEKHO2
GATA2,GMCL1
GATA2,PRELID3B
GATA2,USP37
GATA2,CDC45
GATA2,ARL8B
GATA2,CCDC137
GATA2,NCAPD2
GATA2,TXNDC11
GATA2,TIMM29
GATA2,ARID5A
GATA2,TRIM35
GATA2,WDR4
GATA2,TCN2
GATA2,CTSF
GATA2,CLPTM1L
GATA2,NOP2
GATA2,AKAP8L
GATA2,CBFB
GATA2,RMND5A
GATA2,S100A6
GATA2,OSBPL1A
GATA2,UBA7
GATA2,NCEH1
GATA2,PPAT
GATA2,MIS12
GATA2,CFP
GATA2,DHX33
GATA2,FOXRED1
GATA2,TYROBP
GATA2,NADK
GATA2,IL21R
GATA2,METTL27
GATA2,BID
GATA2,MSH6
GATA2,PLD3
GATA2,ERLIN1
GATA2,ACOX1
GATA2,TMEM97
GATA2,ATP6AP1
GATA2,MOB3C
GATA2,SNAP23
GATA2,SLC30A5
GATA2,COQ8A
GATA2,DEF8
GATA2,ADO
GATA2,PECAM1
GATA2,GCNT2
GATA2,IRGM2
GATA2,FTSJ3
GATA2,STT3B
GATA2,ME2
GATA2,INTS13
GATA2,GSR
GATA2,RABGGTB
GATA2,LAP3
GATA2,CD9
GATA2,SEH1L
GATA2,MYCT1
GATA2,IL12A
GATA2,DLST
GATA2,4833439L19RIK
GATA2,XAF1
GATA2,AURKB
GATA2,ICAM1
GATA2,ALAS1
GATA2,NAMPT
GATA2,CPA3
GATA2,CLN5
