,PseudoTime1
Prog_196,0.198746939
Prog_208,0.111513964
LT_HSC_058,0.011032687
Prog_172,0.189463962
Prog_185,0.177140598
Prog_191,0.094849442
Prog_209,0.102440296
LT_HSC_060,0.035709207
HSPC_223,0.094794433
HSPC_229,0.04178704
HSPC_211,0.071243175
HSPC_218,0.059242116
HSPC_224,0.047874806
HSPC_230,0.059777465
HSPC_248,0.062059916
LT_HSC_062,0.059923107
HSPC_212,0.067473031
HSPC_219,0.050141319
HSPC_225,0.073156477
HSPC_249,0.065735854
LT_HSC_063,0.091716864
HSPC_220,0.086458308
HSPC_232,0.072055993
HSPC_244,0.04449012
LT_HSC_064,0.199162046
HSPC_214,0.078443728
HSPC_221,0.011528842
HSPC_233,0.057462975
LT_HSC_065,0.005369706
HSPC_228,0.093283082
HSPC_240,0.064987119
LT_HSC_066,0.029927157
Prog_217,0.19270443
Prog_229,0.200422608
Prog_241,0.11023248
Prog_247,0.133025814
Prog_211,0.197382686
Prog_218,0.11096305
Prog_224,0.094475359
Prog_242,0.14209263
LT_HSC_068,0.009096124
Prog_212,0.184675527
Prog_225,0.112278664
Prog_231,0.11098243
Prog_237,0.110545433
Prog_249,0.195065592
LT_HSC_069,0.02663394
Prog_213,0.112719636
Prog_226,0.107082447
Prog_250,0.193717524
Prog_221,0.200970713
Prog_227,0.11098243
Prog_233,0.11329289
Prog_239,0.192703378
LT_HSC_071,0.025506114
Prog_215,0.187200911
LT_HSC_072,0.030591175
Prog_222,0.113103282
Prog_234,0.075024194
Prog_240,0.12887945
Prog_216,0.156172753
HSPC_265,0.041630534
HSPC_283,0.07551027
LT_HSC_073,0.021997625
HSPC_278,0.049670795
LT_HSC_074,0.024191071
LT_HSC_075,0.014139869
HSPC_255,0.055568451
HSPC_274,0.059119727
LT_HSC_076,0.024134353
HSPC_256,0.188502236
HSPC_269,0.070167178
HSPC_275,0.087255649
HSPC_293,0.059319442
HSPC_264,0.050930001
HSPC_282,0.076148758
HSPC_294,0.080369162
LT_HSC_078,0.029914206
HSPC_258,0.108491179
Prog_265,0.189196454
Prog_277,0.108840595
Prog_283,0.083911934
Prog_253,0.134207449
Prog_260,0.102594596
Prog_272,0.126656362
Prog_278,0.202316432
Prog_284,0.175997655
Prog_290,0.156492992
LT_HSC_080,0.030341792
Prog_254,0.193641202
Prog_261,0.181951138
Prog_279,0.200432528
Prog_285,0.187757456
Prog_291,0.179798533
LT_HSC_081,0.015470162
Prog_274,0.17980294
Prog_286,0.180957998
Prog_292,0.101201072
Prog_256,0.112719636
Prog_263,0.104081453
Prog_269,0.136810687
Prog_275,0.135987046
Prog_281,0.17231936
Prog_293,0.10577691
Prog_276,0.176775486
Prog_282,0.167861655
Prog_288,0.115240498
Prog_294,0.109438322
HSPC_301,0.071096127
HSPC_307,0.080545329
HSPC_313,0.07393528
HSPC_325,0.069271618
HSPC_331,0.067570049
LT_HSC_085,0.040958713
HSPC_302,0.078860572
HSPC_308,0.077762056
HSPC_314,0.07107791
HSPC_326,0.067842881
LT_HSC_086,0.039286599
HSPC_296,0.07538958
HSPC_309,0.067982064
HSPC_315,0.061860122
HSPC_321,0.063640541
HSPC_297,0.068293534
HSPC_304,0.055559014
HSPC_310,0.078644888
HSPC_322,0.02482616
HSPC_328,0.062515973
LT_HSC_088,0.084432843
HSPC_298,0.057298904
HSPC_305,0.078095323
HSPC_317,0.063890203
HSPC_335,0.06285389
LT_HSC_089,0.037690153
HSPC_299,0.069855858
HSPC_312,0.083039632
HSPC_324,0.055597221
LT_HSC_090,0.021360045
Prog_301,0.146248203
LT_HSC_091,0.188120697
Prog_314,0.10192261
Prog_320,0.092123889
Prog_326,0.186325209
Prog_332,0.107332761
Prog_296,0.11329289
Prog_303,0.093412756
Prog_309,0.106684075
Prog_315,0.182295064
Prog_321,0.165660425
Prog_333,0.125140463
LT_HSC_093,0.03098918
Prog_310,0.100738614
Prog_316,0.181795549
Prog_322,0.112414928
Prog_328,0.11211501
Prog_334,0.1636273
LT_HSC_094,0.041217472
Prog_298,0.131349
Prog_305,0.087077602
Prog_323,0.175773955
Prog_329,0.164074807
LT_HSC_095,0.192172403
Prog_299,0.179883643
LT_HSC_096,0.083157283
Prog_306,0.153847164
Prog_312,0.186343795
Prog_318,0.139415299
Prog_324,0.083610999
Prog_330,0.105721763
Prog_300,0.102993442
HSPC_349,0.081066872
HSPC_361,0.08979346
HSPC_367,0.075037138
HSPC_373,0.062105334
HSPC_337,0.088150783
HSPC_344,0.106634388
HSPC_350,0.066542414
HSPC_356,0.104120049
HSPC_362,0.195868536
HSPC_374,0.029690759
LT_HSC_098,0.170563645
HSPC_338,0.193329296
HSPC_351,0.10486615
HSPC_363,0.036845103
HSPC_376,0.067265278
LT_HSC_100,0.193580641
HSPC_359,0.035752135
HSPC_365,0.045126965
HSPC_371,0.0854748
LT_HSC_101,0.173949166
HSPC_348,0.078359564
HSPC_372,0.071570769
LT_HSC_102,0.204472601
HSPC_342,0.112882345
Prog_343,0.115043435
Prog_349,0.174163977
Prog_355,0.109342443
Prog_361,0.184932742
Prog_367,0.102378298
Prog_373,0.16890806
LT_HSC_103,0.053164643
Prog_337,0.186065618
Prog_350,0.186024085
Prog_356,0.19199313
Prog_362,0.113748328
Prog_368,0.174328364
Prog_374,0.183730505
Prog_345,0.153466091
Prog_351,0.189638332
Prog_357,0.191650014
Prog_363,0.201000766
Prog_369,0.177333074
Prog_375,0.202434857
LT_HSC_105,0.200678513
Prog_339,0.155966337
Prog_346,0.174028864
Prog_352,0.194482545
Prog_358,0.115043435
Prog_364,0.140829831
Prog_370,0.130212822
Prog_376,0.192705582
LT_HSC_106,0.088707626
Prog_340,0.133793204
Prog_353,0.110849256
Prog_359,0.174431364
Prog_377,0.184068104
LT_HSC_107,0.091990128
Prog_348,0.105472972
Prog_354,0.192359832
Prog_360,0.169339269
Prog_366,0.197778598
Prog_372,0.108461603
Prog_342,0.195235622
HSPC_403,0.064524982
HSPC_415,0.044149708
HSPC_386,0.012611951
HSPC_398,0.064172854
HSPC_404,0.188781391
HSPC_410,0.112093066
HSPC_416,0.066486469
HSPC_422,0.067418552
HSPC_380,0.058468274
HSPC_393,0.11634364
HSPC_399,0.025738837
HSPC_423,0.036878989
HSPC_406,0.036041771
HSPC_382,0.068687326
HSPC_389,0.180514202
HSPC_425,0.07325736
HSPC_390,0.02822729
HSPC_402,0.06296566
HSPC_408,0.192644719
HSPC_420,0.053578222
HSPC_426,0.062149463
Prog_385,0.18290879
Prog_397,0.184287013
Prog_403,0.195076019
Prog_409,0.191350428
Prog_415,0.1824925
Prog_421,0.189446845
Prog_379,0.158634687
Prog_386,0.197580679
Prog_392,0.105403468
Prog_398,0.197613973
Prog_404,0.141639371
Prog_410,0.191633622
Prog_416,0.189243745
Prog_422,0.106134725
Prog_380,0.150277006
Prog_387,0.10879679
Prog_393,0.190145136
Prog_399,0.098838828
Prog_405,0.133092259
Prog_411,0.108303858
Prog_417,0.172985054
Prog_423,0.108567723
Prog_381,0.147338574
Prog_388,0.200719137
Prog_394,0.116344502
Prog_406,0.185403486
Prog_412,0.117495188
Prog_418,0.201122762
Prog_424,0.202523669
Prog_382,0.102966085
Prog_389,0.125898332
Prog_395,0.203935389
Prog_401,0.126783251
Prog_407,0.11329289
Prog_413,0.079710899
Prog_419,0.191244559
Prog_425,0.174064681
Prog_383,0.174393576
Prog_426,0.109224769
Prog_390,0.164769112
Prog_402,0.167655353
Prog_384,0.143636774
HSPC_451,0.063603622
HSPC_457,0.030021517
LT_HSC_109,0.051552389
HSPC_427,0.087695945
HSPC_440,0.060834453
HSPC_446,0.053955091
LT_HSC_110,0.017714904
HSPC_441,0.044938314
HSPC_447,0.076377655
HSPC_453,0.041862306
HSPC_465,0.045665975
LT_HSC_111,0.017008985
HSPC_460,0.03958929
LT_HSC_112,0.002704636
HSPC_443,0.056520993
HSPC_449,0.056674177
HSPC_455,0.055819086
HSPC_461,0.046342985
LT_HSC_113,0
HSPC_431,0.03841006
HSPC_462,0.045931306
HSPC_432,0.049341771
Prog_433,0.072334474
Prog_439,0.120768254
Prog_445,0.077388989
Prog_457,0.181787521
Prog_463,0.104971634
LT_HSC_115,0.019273857
Prog_427,0.062844317
Prog_434,0.170459583
Prog_440,0.114859969
Prog_446,0.062707926
Prog_458,0.104905422
LT_HSC_116,0.061954368
Prog_435,0.127940535
Prog_447,0.108668958
Prog_453,0.195607454
Prog_459,0.102992571
LT_HSC_117,0.025178734
Prog_429,0.194025509
Prog_436,0.086289028
Prog_448,0.105197752
Prog_454,0.112719636
Prog_460,0.099247326
Prog_466,0.179666621
Prog_430,0.184160021
Prog_449,0.19003447
Prog_455,0.117487242
Prog_461,0.105816343
Prog_467,0.098038555
Prog_431,0.099925418
LT_HSC_120,0.04090768
Prog_438,0.197855251
Prog_444,0.114595607
Prog_456,0.104413166
Prog_462,0.13999712
Prog_432,0.127264937
HSPC_475,0.052486183
HSPC_493,0.053132813
HSPC_499,0.059081545
HSPC_505,0.053768706
HSPC_488,0.065256514
HSPC_500,0.042761019
HSPC_470,0.060776559
HSPC_483,0.045741604
HSPC_495,0.07393528
HSPC_501,0.086875318
LT_HSC_123,0.026960691
HSPC_478,0.052339621
HSPC_490,0.056938747
HSPC_496,0.043751162
HSPC_502,0.017889278
LT_HSC_124,0.027958349
HSPC_472,0.04779467
HSPC_479,0.062311458
HSPC_491,0.073866337
HSPC_503,0.067991761
HSPC_509,0.062211248
LT_HSC_125,0.013787497
HSPC_473,0.041321169
HSPC_480,0.049346226
HSPC_486,0.05646338
HSPC_510,0.067272024
LT_HSC_126,0.030414925
Prog_493,0.106177968
Prog_499,0.108806732
Prog_469,0.106263409
Prog_476,0.07332956
Prog_482,0.11157617
LT_HSC_128,0.042693875
Prog_477,0.196094752
Prog_483,0.108470989
Prog_495,0.063128635
Prog_507,0.177866521
Prog_471,0.106495884
Prog_478,0.173942462
Prog_496,0.108491179
Prog_502,0.188200076
Prog_508,0.16895137
LT_HSC_130,0.025554215
Prog_472,0.107657319
Prog_479,0.110037656
Prog_485,0.070161696
Prog_497,0.132776563
Prog_509,0.10223978
LT_HSC_131,0.01200986
Prog_473,0.11329289
LT_HSC_132,0.0760106
Prog_486,0.108630532
Prog_504,0.07184958
Prog_510,0.182516913
Prog_474,0.060783675
HSPC_523,0.056910367
HSPC_535,0.079845834
HSPC_541,0.066480517
HSPC_547,0.039613019
HSPC_518,0.062481132
HSPC_512,0.039570998
HSPC_537,0.059820115
HSPC_543,0.062448189
HSPC_549,0.047801016
HSPC_520,0.030202876
HSPC_526,0.054710989
HSPC_532,0.077528111
HSPC_538,0.048313596
HSPC_544,0.081597003
HSPC_550,0.066437382
HSPC_514,0.034792667
HSPC_521,0.035560688
HSPC_533,0.040340887
HSPC_545,0.040313828
LT_HSC_137,0.024369339
HSPC_522,0.075752747
HSPC_546,0.036188482
HSPC_552,0.047703236
LT_HSC_138,0.026297536
Prog_523,0.158314274
Prog_529,0.093985549
Prog_535,0.128449225
Prog_547,0.10995268
LT_HSC_139,0.043080645
Prog_511,0.107015154
Prog_518,0.091312124
Prog_524,0.066869292
Prog_536,0.162086589
Prog_548,0.134694408
LT_HSC_140,0.051559563
Prog_537,0.06659717
Prog_543,0.137731197
Prog_513,0.11399712
Prog_526,0.088959568
Prog_533,0.114890957
Prog_539,0.128834663
Prog_545,0.190242649
Prog_515,0.105826582
LT_HSC_144,0.060788221
Prog_552,0.058731607
Prog_516,0.187821098
HSPC_559,0.053576803
HSPC_589,0.037426891
LT_HSC_145,0.045336427
HSPC_560,0.061110124
HSPC_578,0.029190785
HSPC_590,0.023504259
LT_HSC_146,0.010586732
HSPC_554,0.03122557
HSPC_585,0.038076501
LT_HSC_147,0.020612689
HSPC_562,0.052694263
LT_HSC_148,0.034148691
HSPC_556,0.01846151
HSPC_569,0.080737676
HSPC_593,0.072079492
LT_HSC_149,0.047293633
HSPC_576,0.047758731
HSPC_594,0.019924679
LT_HSC_150,0.037269206
Prog_559,0.104413166
Prog_571,0.114594015
Prog_583,0.103862924
Prog_589,0.104543921
Prog_553,0.110631753
Prog_566,0.149209822
Prog_572,0.065192966
LT_HSC_152,0.03245669
Prog_561,0.066487197
Prog_585,0.11098243
Prog_555,0.092945346
Prog_562,0.182605903
Prog_568,0.120180022
Prog_580,0.112254812
Prog_592,0.193359657
Prog_556,0.117547256
Prog_575,0.153333461
Prog_581,0.103049887
Prog_587,0.109599167
Prog_593,0.111661934
Prog_557,0.11157617
LT_HSC_156,0.037429137
Prog_564,0.187013467
Prog_570,0.185425498
Prog_576,0.082966353
Prog_582,0.100738614
Prog_588,0.114181691
Prog_594,0.105855434
HSPC_607,0.06062309
HSPC_613,0.050837294
HSPC_631,0.068520542
HSPC_595,0.039975102
HSPC_602,0.063556495
HSPC_614,0.060841766
HSPC_626,0.055505972
LT_HSC_158,0.04529772
HSPC_615,0.049140619
LT_HSC_159,0.1875349
HSPC_597,0.034839945
HSPC_604,0.04863345
HSPC_610,0.067903617
HSPC_598,0.036183028
HSPC_623,0.073915052
HSPC_635,0.062381777
LT_HSC_161,0.03179913
HSPC_599,0.053741002
HSPC_606,0.048911454
HSPC_630,0.067075194
Prog_607,0.10812561
Prog_613,0.10995268
Prog_619,0.100041038
LT_HSC_163,0.017231002
Prog_595,0.066512514
Prog_614,0.117386962
Prog_620,0.097482801
Prog_632,0.128626189
LT_HSC_164,0.012236104
Prog_603,0.169357098
Prog_609,0.072017865
Prog_615,0.187081411
Prog_627,0.058538953
Prog_633,0.094216774
LT_HSC_165,0.017034984
Prog_604,0.105497081
Prog_610,0.112719636
Prog_616,0.196498827
Prog_622,0.10384457
Prog_634,0.098685885
LT_HSC_166,0.037466755
Prog_605,0.177890056
Prog_611,0.117687122
Prog_635,0.097694605
LT_HSC_167,0.014553863
Prog_599,0.113320034
Prog_606,0.069835151
Prog_618,0.117246058
Prog_600,0.10515952
HSPC_649,0.057803438
HSPC_661,0.052054792
HSPC_667,0.047601413
LT_HSC_169,0.014405848
HSPC_637,0.057629242
HSPC_662,0.047569649
LT_HSC_170,0.025543174
HSPC_638,0.073479387
HSPC_651,0.15447808
HSPC_669,0.037995229
LT_HSC_171,0.030657172
HSPC_639,0.028151971
HSPC_646,0.058886655
HSPC_652,0.041934122
HSPC_670,0.056808374
LT_HSC_172,0.005019409
HSPC_640,0.027813808
HSPC_665,0.022882733
LT_HSC_173,0.000206409
HSPC_641,0.03507217
HSPC_654,0.05544191
HSPC_660,0.077572184
HSPC_678,0.049587721
LT_HSC_174,0.006346246
Prog_643,0.107665393
Prog_649,0.197105121
Prog_655,0.189163061
Prog_667,0.117956432
Prog_673,0.076058363
Prog_637,0.169555445
Prog_668,0.107569971
LT_HSC_176,0.017486455
Prog_638,0.190410917
Prog_651,0.11087542
Prog_657,0.206409747
Prog_663,0.15214549
LT_HSC_177,0.02441173
Prog_639,0.141046531
Prog_646,0.143153864
Prog_652,0.106824536
Prog_676,0.102827955
Prog_640,0.183261953
Prog_647,0.08296946
Prog_653,0.108231035
Prog_671,0.108501532
Prog_677,0.195726109
LT_HSC_179,0.023579996
LT_HSC_180,0.037730627
Prog_654,0.107318628
Prog_672,0.189902446
Prog_678,0.114181691
Prog_642,0.070985286
HSPC_697,0.089110175
HSPC_703,0.070458489
HSPC_704,0.063144032
HSPC_716,0.047478797
HSPC_717,0.075006858
LT_HSC_183,0.020386728
HSPC_681,0.02036744
HSPC_700,0.086922024
HSPC_706,0.076713125
LT_HSC_184,0.027460289
HSPC_689,0.068333131
HSPC_701,0.036891152
HSPC_719,0.034551086
HSPC_690,0.077809872
HSPC_696,0.072055993
HSPC_708,0.047634342
HSPC_714,0.041121852
Prog_697,0.169379182
Prog_709,0.137339857
Prog_715,0.10538525
LT_HSC_187,0.034853509
Prog_679,0.09960095
Prog_692,0.066017532
Prog_710,0.109356405
Prog_716,0.106285361
LT_HSC_188,0.012582659
Prog_711,0.115043435
Prog_688,0.137790987
Prog_694,0.116713938
Prog_700,0.186113638
Prog_712,0.111175872
Prog_718,0.114422007
Prog_695,0.183375349
Prog_701,0.187663342
Prog_707,0.12482365
Prog_713,0.118555123
Prog_719,0.188507916
LT_HSC_191,0.041247721
Prog_690,0.060476902
Prog_696,0.137894267
Prog_702,0.188102671
Prog_708,0.188507319
Prog_714,0.186643541
Prog_720,0.149649134
LT_HSC_192,0.039475242
HSPC_727,0.040570043
HSPC_733,0.040156148
HSPC_751,0.043589906
HSPC_757,0.065143961
LT_HSC_193,0.03175001
HSPC_721,0.067122565
HSPC_740,0.015153542
HSPC_746,0.069522608
LT_HSC_194,0.011372774
HSPC_722,0.050753622
HSPC_729,0.029003742
HSPC_735,0.037420711
HSPC_747,0.079775632
HSPC_759,0.038924512
LT_HSC_195,0.008188178
HSPC_736,0.045979821
HSPC_742,0.025171112
HSPC_760,0.026684423
HSPC_724,0.021666464
HSPC_731,0.069764005
HSPC_737,0.08364873
HSPC_749,0.031870449
HSPC_761,0.034160983
LT_HSC_197,0.015231465
HSPC_725,0.051134849
HSPC_732,0.03701805
HSPC_738,0.027077429
HSPC_744,0.056263311
HSPC_750,0.059823482
HSPC_762,0.045615645
LT_HSC_198,0.031557782
Prog_727,0.105866966
Prog_733,0.067619585
Prog_751,0.141385971
Prog_757,0.11157617
Prog_721,0.176572512
Prog_728,0.060584774
Prog_734,0.14994248
Prog_740,0.106589383
Prog_746,0.169218865
Prog_752,0.112160947
Prog_758,0.11464786
LT_HSC_200,0.017783988
Prog_722,0.126029314
Prog_729,0.07643646
Prog_759,0.106165889
LT_HSC_201,0.023342403
Prog_723,0.140506529
Prog_730,0.17823612
Prog_736,0.103736106
Prog_760,0.106137983
Prog_731,0.188640636
Prog_737,0.100444433
Prog_749,0.117638236
Prog_725,0.06391696
Prog_726,0.090266855
HSPC_769,0.082510006
HSPC_781,0.051026222
HSPC_787,0.070702452
HSPC_799,0.054036587
HSPC_770,0.074357471
HSPC_776,0.061564501
HSPC_800,0.078298605
LT_HSC_206,0.019703218
HSPC_764,0.052892182
HSPC_771,0.063226774
HSPC_777,0.065923926
HSPC_783,0.039636264
HSPC_789,0.051779718
HSPC_795,0.048908967
LT_HSC_207,0.028965981
HSPC_765,0.061727856
HSPC_772,0.039275562
HSPC_778,0.066064649
HSPC_784,0.044221554
HSPC_790,0.060130889
HSPC_802,0.060216448
LT_HSC_208,0.030008511
HSPC_766,0.07454721
HSPC_773,0.054460494
HSPC_785,0.060501342
HSPC_803,0.056924197
HSPC_767,0.063261708
HSPC_786,0.03522933
HSPC_798,0.037676539
HSPC_804,0.030177525
LT_HSC_210,0.014208995
HSPC_768,0.064380605
Prog_769,0.092703329
Prog_781,0.103391454
Prog_793,0.074953056
Prog_799,0.109401694
LT_HSC_211,0.042998878
Prog_763,0.071007573
Prog_770,0.153308601
Prog_776,0.193264856
Prog_782,0.016128257
Prog_788,0.148221531
Prog_794,0.119913618
LT_HSC_212,0.01882013
Prog_771,0.154762673
Prog_783,0.186778519
Prog_795,0.099823835
Prog_801,0.070453729
LT_HSC_213,0.023699749
Prog_778,0.120905424
Prog_784,0.046704371
Prog_790,0.183779364
Prog_796,0.080434653
Prog_802,0.189319388
LT_HSC_214,0.020826236
Prog_785,0.10816847
Prog_803,0.111099656
LT_HSC_215,0.03020026
Prog_767,0.130541423
Prog_774,0.109648653
Prog_780,0.150909755
Prog_786,0.147857055
Prog_798,0.073823395
Prog_804,0.076171798
LT_HSC_216,0.141075016
HSPC_835,0.043645738
HSPC_812,0.084555605
HSPC_818,0.029077613
HSPC_824,0.041261227
HSPC_836,0.061550687
HSPC_848,0.017655691
HSPC_813,0.049520014
HSPC_819,0.078265948
HSPC_825,0.057536932
HSPC_849,0.027384834
HSPC_814,0.081837839
HSPC_826,0.049236509
HSPC_838,0.058059074
HSPC_815,0.063283971
HSPC_821,0.031368168
HSPC_827,0.060216448
HSPC_833,0.072747718
HSPC_839,0.088954715
HSPC_809,0.058270705
HSPC_816,0.060305144
HSPC_822,0.03667999
HSPC_828,0.05646338
HSPC_834,0.02266451
HSPC_846,0.05644736
HSPC_810,0.060436849
Prog_811,0.172614457
Prog_823,0.108211084
Prog_835,0.176130163
Prog_841,0.184264795
Prog_805,0.108849943
Prog_812,0.15777892
Prog_818,0.145135698
Prog_830,0.142238842
Prog_842,0.180184536
Prog_806,0.092867536
Prog_813,0.182211029
Prog_819,0.171825695
Prog_825,0.172591359
Prog_831,0.139897973
Prog_837,0.182578884
Prog_849,0.099596438
Prog_807,0.177057507
Prog_814,0.193997242
Prog_820,0.106655302
Prog_826,0.151535404
Prog_838,0.184089258
Prog_844,0.172037674
Prog_850,0.187210598
Prog_815,0.181615866
Prog_821,0.16780201
Prog_827,0.110464792
Prog_839,0.124696905
Prog_851,0.113759116
Prog_816,0.141389726
Prog_822,0.171529167
Prog_828,0.14410839
Prog_834,0.076467584
Prog_852,0.132018771
