Gene1,Gene2
CBFB,DCAF11
CBFB,OPTN
CBFB,SLC20A1
CBFB,FZR1
CBFB,RPA2
CBFB,CRIP2
CBFB,NUP85
CBFB,GOLT1B
CBFB,HSPH1
CBFB,ME2
CBFB,DRAM2
CBFB,CEPT1
CBFB,TMEM186
CBFB,RFESD
CBFB,NARFL
CBFB,SLC18A2
CBFB,FPGS
CBFB,NUP107
CBFB,ACAA2
CBFB,RCC1
CBFB,WDHD1
CBFB,AURKB
CBFB,LONP1
CBFB,PQLC1
CBFB,STEAP3
CBFB,CCNA2
CBFB,TARS
CBFB,ATG12
CBFB,FTSJ3
CBFB,SLC25A38
CBFB,NCLN
CBFB,MTHFD1
CBFB,CENPA
CBFB,CDT1
CBFB,STAP1
CBFB,ARHGEF6
CBFB,IRF1
CBFB,POGLUT1
CBFB,RNF13
CBFB,CD1D1
CBFB,UHRF1
CBFB,SLC19A1
CBFB,PRELID3B
CBFB,GFM1
CBFB,HSDL1
CBFB,RMND5B
CBFB,GSTM1
CBFB,CKAP2L
CBFB,MRPL37
CBFB,MTAP
CBFB,PTDSS2
CBFB,LDHB
CBFB,MT2
CBFB,LIG1
CBFB,GSKIP
CBFB,APLP2
CBFB,IL21R
CBFB,SLC30A5
CBFB,FECH
CBFB,ATP6V1A
CBFB,PPIL4
CBFB,FBXW5
CBFB,DHFR
CBFB,HAGH
CBFB,ALDH18A1
CBFB,TBC1D15
CBFB,SPC25
CBFB,CASP3
CBFB,RHOF
CBFB,CAPN7
CBFB,ASB8
CBFB,ARAP1
CBFB,STT3B
CBFB,MKI67
CBFB,RASA3
CBFB,BUB1B
CBFB,WDR6
CBFB,TTLL12
CBFB,PSEN2
CBFB,RRM2
CBFB,ZFP871
CBFB,LRRC14
CBFB,PIGQ
CBFB,CTLA2A
CBFB,UAP1L1
CBFB,PRIM2
CBFB,SQLE
CBFB,CBX7
CBFB,USP10
CBFB,FADS1
CBFB,LCP2
CBFB,CHUK
CBFB,TM7SF3
CBFB,RABIF
CBFB,CTSC
CBFB,LSP1
CBFB,SPTLC1
CBFB,RGS2
CBFB,RFC5
CBFB,LEPROT
CBFB,TBC1D10C
CBFB,TUBGCP3
CBFB,NUDT19
CBFB,SLC16A1
CBFB,CDC20
CBFB,CDC7
CBFB,SPC24
CBFB,ASF1B
CBFB,WDR55
CBFB,RGS1
CBFB,RAB37
CBFB,TMEM97
CBFB,STARD10
CBFB,PDCL
CBFB,AK3
CBFB,UCKL1
CBFB,UBE2C
CBFB,CERS5
CBFB,TRIM59
CBFB,CD55
CBFB,TNFAIP2
CBFB,INTS13
CBFB,GCLC
CBFB,TOP2A
CBFB,KLHL6
CBFB,RAD51
CBFB,APEH
CBFB,AFG3L2
CBFB,PRPF4
CBFB,MAVS
CBFB,CYTH3
CBFB,PON2
CBFB,NARF
CBFB,TRIB2
CBFB,CPQ
CBFB,UTP4
CBFB,GNPDA1
CBFB,VPS41
CBFB,DENND2D
CBFB,JAK3
CBFB,PQLC3
CBFB,SPPL2B
CBFB,CCDC137
CBFB,TXNRD2
CBFB,TLK1
CBFB,CTSO
CBFB,TMEM109
CBFB,2210016F16RIK
CBFB,GIMAP5
CBFB,TANGO2
CBFB,TIPIN
CBFB,IARS2
CBFB,G6PDX
CBFB,8-Sep
CBFB,TMC6
CBFB,TSPAN33
CBFB,ZFP639
CBFB,GMNN
CBFB,GMPR
CBFB,SGPP1
CBFB,EDC3
CBFB,KDM6A
CBFB,LTB
CBFB,PLXNC1
CBFB,CAD
CBFB,MT1
CBFB,CES2G
CBFB,RPA1
CBFB,MPL
CBFB,BLVRB
CBFB,ATAD1
CBFB,DCAF4
CBFB,ABCF3
CBFB,ST6GALNAC4
CBFB,CCNB1
CBFB,SPHK1
CBFB,METTL7A1
CBFB,YOD1
CBFB,TMEM176B
CBFB,TMEM176A
CBFB,GFI1B
CBFB,GIMAP6
CBFB,TYMS
CBFB,CCNE1
CBFB,CCNB2
CBFB,MYH10
CBFB,STOM
CBFB,XPNPEP1
CBFB,IKZF1
CBFB,JUN
CBFB,MAPKAPK3
CBFB,CLN5
CBFB,MNS1
CBFB,AQP9
CBFB,SQOR
CBFB,MFSD2B
CBFB,MTFR1
CBFB,NDE1
CBFB,BID
CBFB,PITPNB
CBFB,UBA3
CBFB,HPN
CBFB,NAMPT
CBFB,STX12
CBFB,GIMAP1
CBFB,MFNG
CBFB,CDC6
CBFB,IARS
CBFB,TMX3
CBFB,SPRYD4
CBFB,FTSJ1
CBFB,AP1G2
CBFB,GLIPR2
CBFB,FOXO1
CBFB,BMI1
CBFB,NOTCH1
CBFB,TAPT1
CBFB,BAG2
CBFB,PPP2R1B
CBFB,TMEM263
CBFB,MFSD14B
CBFB,INPP5B
CBFB,ELMO1
CBFB,GSTM5
CBFB,TRMT11
CBFB,SLC11A2
CBFB,GOLM1
CBFB,HACD4
CBFB,MFGE8
CBFB,GCNT2
CBFB,KIF22
CBFB,CD82
CBFB,PADI4
CBFB,CTTN
CBFB,EXT2
CBFB,ANXA6
CBFB,PLCB2
CBFB,ETS1
CBFB,SLC40A1
CBFB,SLC25A45
CBFB,ST3GAL5
CBFB,ESR1
CBFB,FAM234B
CBFB,KLHL22
CBFB,NUDT4
CBFB,ALAD
CBFB,KEL
CBFB,SLC43A3
CBFB,ANGPT1
CBFB,TK1
CBFB,PLIN2
CBFB,SLC41A3
CBFB,GRAMD1A
CBFB,NSDHL
CBFB,PEAR1
CBFB,PLA2G12A
CBFB,GBP2
CBFB,CD84
CBFB,RTP4
CBFB,PRPS2
CBFB,WLS
CBFB,EBF1
CBFB,NAPSA
CBFB,MYL10
CBFB,RAB32
CBFB,MYC
CBFB,APOE
CBFB,PRIM1
CBFB,TSPO2
CBFB,DECR1
CBFB,ASNS
CBFB,IFI203
CBFB,ELF4
CBFB,SMIM1
CBFB,ERMAP
CBFB,EMILIN1
CBFB,PPIC
CBFB,PLCG2
CBFB,NXPE2
CBFB,NEURL3
CBFB,GNB4
CBFB,SPI1
CBFB,PTGS1
CBFB,HSD3B7
CBFB,GNG11
CBFB,IFI30
CBFB,HEBP1
CBFB,CPT1A
CBFB,MEIS1
CBFB,SIGIRR
CBFB,MYCT1
CBFB,CD9
CBFB,IRF8
CBFB,ANXA1
CBFB,RNASE6
CBFB,GRINA
CBX7,CLCN4
CBX7,SAMD14
CBX7,PLXNC1
CBX7,SATB1
CBX7,RASSF5
CBX7,EMILIN2
CBX7,TRIB2
CBX7,VIM
CBX7,IKZF1
CBX7,TRIM47
CBX7,SGPP1
CBX7,MEF2C
CBX7,SPHK1
CBX7,EBF1
CBX7,SPNS2
CBX7,JUN
CBX7,BMI1
CBX7,ATP2A3
CBX7,WLS
CBX7,SLC18A2
CBX7,ABCB4
CBX7,PEAR1
CBX7,DUSP2
CBX7,PQLC1
CBX7,ETS1
CBX7,IRF8
CBX7,SLC43A1
CBX7,GATM
CBX7,NOTCH1
CBX7,FOS
CBX7,KLHL22
CBX7,MT1
CBX7,MFSD1
CBX7,RGS2
CBX7,RAB32
CBX7,ACSS1
CBX7,TNFAIP2
CBX7,LRRC8C
CBX7,ANGPT1
CBX7,CD82
CBX7,STARD10
CBX7,MEIS1
CBX7,GYPC
CBX7,RASA3
CBX7,ANXA5
CBX7,GFI1
CBX7,PLCG2
CBX7,CD34
CBX7,SQOR
CBX7,AFAP1L1
CBX7,HDAC2
CBX7,GMPR
CBX7,MYC
CBX7,CMPK2
CBX7,PPIC
CBX7,PTGS1
CBX7,STEAP3
CBX7,GATA2
CBX7,OPTN
CBX7,TES
CBX7,CTSC
CBX7,KRT18
CBX7,FAM234B
CBX7,SLC43A3
CBX7,MT2
CBX7,NCEH1
CBX7,PCP4L1
CBX7,8-Sep
CBX7,SLC40A1
CBX7,DENND2D
CBX7,SLC11A2
CBX7,ARHGEF6
CBX7,CHP1
CBX7,LDHB
CBX7,ANAPC2
CBX7,FADS1
CBX7,GLIPR2
CBX7,PPIL4
CBX7,HSDL1
CBX7,PRPS2
CBX7,ASNS
CBX7,RRM1
CBX7,SPPL2B
CBX7,NARFL
CBX7,WDHD1
CBX7,NUDT9
CBX7,MINPP1
CBX7,SLC20A1
CBX7,UROS
CBX7,CLN5
CBX7,PITPNB
CBX7,NFAT5
CBX7,EPDR1
CBX7,IL15
CBX7,SLC19A1
CBX7,PTDSS1
CBX7,PRELID3B
CBX7,COA5
CBX7,STOM
CBX7,CYTH3
CBX7,PON2
CBX7,DUS1L
CBX7,BAP1
CBX7,SCFD1
CBX7,EXT2
CBX7,ZFP655
CBX7,ME2
CBX7,GNPDA1
CBX7,RPA1
CBX7,MAU2
CBX7,KDM6A
CBX7,ANXA6
CBX7,THUMPD3
CBX7,MAVS
CBX7,SLC30A5
CBX7,RAB37
CBX7,CAD
CBX7,POLD1
CBX7,IARS
CBX7,HEBP1
CBX7,HAGH
CBX7,AK3
CBX7,TFRC
CBX7,FKBP1A
CBX7,TMEM97
CBX7,TIPIN
CBX7,HAUS2
CBX7,PROCR
CBX7,RNF139
CBX7,RFESD
CBX7,CPT1A
CBX7,CDCA3
CBX7,UBE2G2
CBX7,SACM1L
CBX7,IRF1
CBX7,ELAC2
CBX7,DUSP1
CBX7,DNAJC11
CBX7,PRMT7
CBX7,MARS
CBX7,CHUK
CBX7,ATG4B
CBX7,CCNE1
EBF1,ARAP1
EBF1,RABIF
EBF1,POLD1
EBF1,GFI1B
EBF1,DUSP2
EBF1,FIGNL1
EBF1,CDT1
EBF1,PLCG2
EBF1,STEAP3
EBF1,CKAP2L
EBF1,MTAP
EBF1,RHOF
EBF1,TFR2
EBF1,PIK3R2
EBF1,WDHD1
EBF1,ALKBH8
EBF1,IRF1
EBF1,GLIPR2
EBF1,NAPSA
EBF1,SLC30A5
EBF1,TK1
EBF1,AURKB
EBF1,IFITM1
EBF1,OASL2
EBF1,ATP6V1A
EBF1,VIM
EBF1,RAB37
EBF1,CELA1
EBF1,FOXO1
EBF1,CPQ
EBF1,ATP2A3
EBF1,CD82
EBF1,MIS12
EBF1,PLCB2
EBF1,STARD10
EBF1,1700017B05RIK
EBF1,RRM1
EBF1,PPOX
EBF1,GIMAP6
EBF1,ACAA2
EBF1,LRRC8C
EBF1,BID
EBF1,PTDSS2
EBF1,LONP1
EBF1,NARF
EBF1,CLCN4
EBF1,GMPR
EBF1,CUL2
EBF1,IFI30
EBF1,MARS
EBF1,RNASE6
EBF1,CDC7
EBF1,NFAT5
EBF1,IL15
EBF1,PIGQ
EBF1,CPT2
EBF1,TREML2
EBF1,TANGO2
EBF1,INTS13
EBF1,ARL6IP6
EBF1,LRRC14
EBF1,ITIH5
EBF1,TRMT11
EBF1,CDC20
EBF1,GOLM1
EBF1,UHRF1
EBF1,LEPROT
EBF1,BIRC5
EBF1,PFKM
EBF1,ATAD1
EBF1,ACSS1
EBF1,SQLE
EBF1,IL21R
EBF1,SERPINA3G
EBF1,GNG11
EBF1,APEH
EBF1,RNF145
EBF1,EBF1
EBF1,DHFR
EBF1,NUP107
EBF1,APLP2
EBF1,MFSD1
EBF1,SACM1L
EBF1,PRKAB1
EBF1,GOSR2
EBF1,ZFP397
EBF1,LIMD2
EBF1,ELF4
EBF1,PON2
EBF1,LPCAT3
EBF1,CTSE
EBF1,SPHK1
EBF1,ABCB8
EBF1,GYPC
EBF1,HACD3
EBF1,HEBP1
EBF1,UTP4
EBF1,NUP85
EBF1,ASF1B
EBF1,DUSP1
EBF1,RFESD
EBF1,TCP11L2
EBF1,EMILIN1
EBF1,GSKIP
EBF1,ATP13A1
EBF1,RASA3
EBF1,UAP1L1
EBF1,SPC24
EBF1,STK25
EBF1,CISH
EBF1,PLA2G12A
EBF1,UROS
EBF1,PTGS1
EBF1,MAVS
EBF1,ATL2
EBF1,RAD51AP1
EBF1,CHUK
EBF1,CAD
EBF1,BLVRB
EBF1,IKZF1
EBF1,SPNS2
EBF1,EDC3
EBF1,CEP70
EBF1,RASSF5
EBF1,PSEN2
EBF1,SGPP1
EBF1,CAPN7
EBF1,SPRYD4
EBF1,TSPAN14
EBF1,TMEM129
EBF1,TACC3
ELF4,AP1G2
ELF4,VPS33B
ELF4,VPS41
ELF4,PNO1
ELF4,ELAC2
ELF4,INCENP
ELF4,PIK3R2
ELF4,AURKA
ELF4,WDR73
ELF4,DCAF13
ELF4,MEIS1
ELF4,OASL2
ELF4,RANGAP1
ELF4,TMEM186
ELF4,HSPH1
ELF4,CDCA3
ELF4,MAD2L1
ELF4,WDR75
ELF4,TMEM129
ELF4,TACC3
ELF4,CLCN4
ELF4,SDHAF2
ELF4,LEPROT
ELF4,NUP107
ELF4,RPA2
ELF4,UCKL1
ELF4,CD1D1
ELF4,ATP13A1
ELF4,RAD51
ELF4,RAD21
ELF4,CDC45
ELF4,MAU2
ELF4,NCLN
ELF4,D10WSU102E
ELF4,WDR55
ELF4,COLGALT1
ELF4,RFESD
ELF4,CDC20
ELF4,GOSR2
ELF4,CPT2
ELF4,G6PDX
ELF4,SLC25A45
ELF4,UBXN2B
ELF4,WDR5
ELF4,CENPA
ELF4,FTSJ3
ELF4,DCAF4
ELF4,FOXRED1
ELF4,RABIF
ELF4,ZFP62
ELF4,INTS13
ELF4,APEH
ELF4,MIS12
ELF4,MAPKAPK3
ELF4,TANGO2
ELF4,HARS
ELF4,HARS2
ELF4,2210016F16RIK
ELF4,ARAP1
ELF4,SPTLC1
ELF4,SLC31A1
ELF4,CYB5R3
ELF4,PRKAB1
ELF4,HSD3B7
ELF4,ZFP35
ELF4,UROS
ELF4,PLCB2
ELF4,TRMT11
ELF4,PQLC1
ELF4,PSMF1
ELF4,PTDSS1
ELF4,MOGS
ELF4,TARS
ELF4,WDHD1
ELF4,GFM1
ELF4,THUMPD3
ELF4,FZR1
ELF4,1700017B05RIK
ELF4,ATG12
ELF4,NCEH1
ELF4,MARS
ELF4,PWP2
ELF4,BYSL
ELF4,ATP6V1A
ELF4,SPI1
ELF4,CKAP2L
ELF4,RASAL3
ELF4,COA5
ELF4,RNF115
ELF4,KIF22
ELF4,TMC6
ELF4,UBR7
ELF4,GOLT1B
ELF4,RNF13
ELF4,TPX2
ELF4,ARL6IP6
ELF4,DNPEP
ELF4,RAD51AP1
ELF4,STEAP3
ELF4,CAPN7
ELF4,EDC3
ELF4,ASF1B
ELF4,RASSF5
ELF4,ALAD
ELF4,RRM1
ELF4,NARFL
ELF4,TCP11L2
ELF4,DHFR
ELF4,CRNKL1
ELF4,RAB32
ELF4,GRAMD1A
ELF4,STAT3
ELF4,CCNB2
ELF4,LYZ2
ELF4,TIMM29
ELF4,DCAF11
ELF4,GSTM1
ELF4,FOS
ELF4,CDC6
ELF4,PDCL
ELF4,RFC5
ELF4,IKZF1
ELF4,PON2
ELF4,SPRYD4
ELF4,PFKM
ELF4,CDT1
ELF4,TMX3
ELF4,SELENBP1
ELF4,RNF139
ELF4,CD82
ELF4,FASTKD2
ELF4,EBI3
ELF4,ZFP871
ELF4,ALDH18A1
ELF4,VKORC1L1
ELF4,PPOX
ELF4,NUP93
ELF4,GATM
ELF4,PRELID3B
ELF4,LCP2
ELF4,CLN5
ELF4,TUBGCP3
ELF4,MSH6
ELF4,ANXA5
ELF4,PRIM2
ELF4,NEURL3
ELF4,NARF
ELF4,MT1
ELF4,ABCF3
ELF4,TREML2
ELF4,PSMD9
ELF4,PRPF4
ELF4,PSEN2
ELF4,MKI67
ELF4,VWA5A
ELF4,RTP4
ELF4,SERPINB9
ELF4,SLC35A1
ELF4,TBC1D10C
ELF4,SACM1L
ELF4,BID
ELF4,CTSC
ELF4,CHUK
ELF4,VIM
ELF4,UAP1L1
ELF4,FKBP1A
ELF4,WDR4
ELF4,NFAT5
ELF4,HAUS2
ELF4,CCNE1
ELF4,TYMS
ELF4,ABCB8
ELF4,PRPS2
ELF4,HERC4
ELF4,SMC2
ELF4,ME2
ELF4,CEP70
ELF4,CCDC137
ELF4,GIMAP6
ELF4,PRSS50
ELF4,RASA3
ELF4,MGST3
ELF4,MFSD1
ELF4,RBPMS
ELF4,PQLC3
ELF4,MTHFD1
ELF4,CHP1
ELF4,CTSE
ELF4,JUN
ELF4,CAST
ELF4,ORC6
ELF4,TMEM109
ELF4,SLC25A38
ELF4,ZFP655
ELF4,IFI203
ELF4,MFSD14B
ELF4,HACD3
ELF4,AURKB
ELF4,STX12
ELF4,DECR1
ELF4,PICALM
ELF4,HCFC1
ELF4,TES
ELF4,PPAT
ELF4,STT3B
ELF4,HACD4
ELF4,LPCAT3
ELF4,LIMD2
ELF4,DOK2
ELF4,XPNPEP1
ELF4,ORC5
ELF4,POLE3
ELF4,CHMP7
ELF4,IFI30
ELF4,GCNT2
ELF4,CPOX
ELF4,TNFAIP2
ELF4,RGS1
ELF4,ANXA1
ELF4,LSP1
ELF4,TFRC
ELF4,TMEM176B
ELF4,TMEM176A
ELF4,SLC41A3
ELF4,RCC1
ELF4,IARS2
ELF4,CISH
ELF4,TSPAN14
ELF4,HPN
ELF4,FTSJ1
ELF4,UHRF1
ELF4,PITPNB
ELF4,PRMT7
ELF4,IARS
ELF4,TRIM47
ELF4,SPC25
ELF4,ACAA2
ELF4,CASP3
ELF4,DENND2D
ELF4,RARS
ELF4,OTUD6B
ELF4,CBFB
ELF4,UBE2G2
ELF4,SCFD1
ELF4,UBE2C
ELF4,BIRC5
ELF4,CDCA8
ELF4,FPGS
ELF4,UTP4
ELF4,ATAD1
ELF4,NUDT19
ELF4,TUBGCP2
ELF4,ZFP397
ELF4,NSDHL
ELF4,AK3
ELF4,LIG1
ELF4,PKM
ELF4,CLPX
ELF4,ABCB4
ELF4,TOP2A
ELF4,BAP1
ELF4,ELF4
ELF4,POLD1
ELF4,WARS
ELF4,SERPINA3G
ELF4,BUB1B
ELF4,USP37
ELF4,MAVS
ELF4,IRF1
ELF4,CTSO
ELF4,FECH
ELF4,RNASE6
ELF4,GSKIP
ELF4,MTAP
ELF4,WLS
ELF4,ESR1
ELF4,ASB8
ELF4,NUDT9
ELF4,UAP1
ELF4,METTL7A1
ELF4,CERS5
ELF4,FAM136A
ELF4,SLC30A5
ELF4,DUS1L
ELF4,ZFP639
ELF4,RFC4
ELF4,NOTCH1
ELF4,IL15
ELF4,MINPP1
ELF4,CCNB1
ELF4,CDCA4
ELF4,ATP2A3
ELF4,RMND5B
ELF4,EMILIN1
ELF4,TBXAS1
ELF4,PBK
ELF4,HAGH
ELF4,CTPS
ELF4,ANAPC2
ELF4,PMPCA
ELF4,KLHL6
ELF4,NDE1
ELF4,RNF145
ELF4,MFNG
ELF4,BLVRB
ELF4,SLC14A1
ELF4,PLIN2
ELF4,CD84
ELF4,ARHGEF6
ELF4,PPIL4
ELF4,POGLUT1
ELF4,PROCR
ELF4,DNAJC11
ELF4,PJA2
ELF4,MT2
ELF4,TXNRD2
ELF4,SLC7A4
ELF4,LONP1
ELF4,CYTH3
ELF4,GMNN
ELF4,DUSP1
ELF4,STK25
ELF4,METAP1
ELF4,FIGNL1
ELF4,ALKBH8
ELF4,HMBS
ELF4,FBXW5
ELF4,NAMPT
ELF4,CELA1
ELF4,CPQ
ELF4,ST6GALNAC4
ELF4,CDC7
ELF4,LRRC8C
ELF4,SLC19A1
ELF4,TBC1D15
ELF4,GYPA
ELF4,SIGIRR
ELF4,GNPDA1
ELF4,GBP2
ELF4,PIGQ
ESR1,MAD2L1
ESR1,DUS1L
ESR1,PQLC3
ESR1,HAGH
ESR1,CRIP2
ESR1,SPHK1
ESR1,PSEN2
ESR1,TNFAIP2
ESR1,KPNA3
ESR1,MTHFD1
ESR1,TIMM29
ESR1,RFC5
ESR1,ISG20
ESR1,INTS13
ESR1,PCP4L1
ESR1,NUDT9
ESR1,TANGO2
ESR1,CUL4A
ESR1,TCP11L2
ESR1,RASSF5
ESR1,RPA1
ESR1,THUMPD3
ESR1,WARS
ESR1,COA5
ESR1,PFKM
ESR1,ZFP655
ESR1,PSMF1
ESR1,MT1
ESR1,NARF
ESR1,CTSE
ESR1,ASAH1
ESR1,RNF139
ESR1,COLGALT1
ESR1,TBC1D10C
ESR1,BAP1
ESR1,ACAA2
ESR1,ANXA5
ESR1,RNF13
ESR1,RRM1
ESR1,PADI4
ESR1,CDC7
ESR1,DUSP1
ESR1,CLCN4
ESR1,BLVRB
ESR1,LONP1
ESR1,PNO1
ESR1,TRIM47
ESR1,NFAT5
ESR1,MT2
ESR1,BYSL
ESR1,1700017B05RIK
ESR1,PPIL4
ESR1,RANGAP1
ESR1,STEAP3
ESR1,ARAP1
ESR1,DNAJC11
ESR1,PEAR1
ESR1,CDCA3
ESR1,FAM136A
ESR1,SERPINB9
ESR1,SLC16A1
ESR1,STK25
ESR1,STAT3
ESR1,EMILIN1
ESR1,NCLN
ESR1,SLC35A1
ESR1,CHMP7
ESR1,TSPAN14
ESR1,SMC2
ESR1,OTUD6B
ESR1,RMND5B
ESR1,ANAPC2
ESR1,D10WSU102E
ESR1,PPAT
ESR1,NARFL
ESR1,GNB4
ESR1,SLC43A1
ESR1,RGS2
ESR1,DCAF13
ESR1,PTDSS2
ESR1,HAUS2
ESR1,DNPEP
ESR1,HSPH1
ESR1,BAG2
ESR1,NAMPT
ESR1,PIGQ
ESR1,UBE2G2
ESR1,FOXRED1
ESR1,UBXN2B
ESR1,SERPINF1
ESR1,FKBP1A
ESR1,PJA2
ESR1,TMEM129
ESR1,TACC3
ESR1,DCAF11
ESR1,CEP70
ESR1,AURKA
ESR1,STOM
ESR1,SPTLC1
ESR1,APLP2
ESR1,RFC4
ESR1,UAP1
ESR1,STT3B
ESR1,WDR75
ESR1,NOTCH1
ESR1,RABIF
ESR1,PACSIN2
ESR1,SACM1L
ESR1,SLC20A1
ESR1,RBPMS
ESR1,SLC30A5
ESR1,POLE3
ESR1,NGLY1
ESR1,JUN
ESR1,MTREX
ESR1,ELF4
ESR1,ASF1B
ESR1,NUP85
ESR1,PLA2G12A
ESR1,GSTM1
ESR1,TARS
ESR1,HDAC2
ESR1,ATG12
ESR1,PITPNB
ESR1,PTDSS1
ESR1,RAB32
ESR1,WDR4
ESR1,ATG4B
ESR1,UROS
ESR1,NCEH1
ESR1,ATL2
ESR1,CUL2
ESR1,HEBP1
ESR1,MAPKAPK3
ESR1,CHP1
ESR1,RFESD
ESR1,GYPC
ESR1,FECH
ESR1,BIRC5
ESR1,LSP1
ESR1,MINPP1
ESR1,CDT1
ESR1,PRMT7
ESR1,CPT2
ESR1,CLPX
ESR1,GSKIP
ESR1,CCNA2
ESR1,GNPDA1
ESR1,IL15
ESR1,FZR1
ESR1,ETS1
ESR1,GOSR2
ESR1,ALAD
ESR1,PSMD9
ESR1,LEPROT
ESR1,LPCAT3
ESR1,MEIS1
ESR1,PRPF4
ESR1,NUP93
ESR1,CLN5
ESR1,MFSD1
ESR1,RASA3
ESR1,PICALM
ESR1,ENPP4
ESR1,IFI30
ESR1,NUP107
ESR1,TGM2
ESR1,CAST
ESR1,NUDT19
ESR1,RNF115
ESR1,USP10
ESR1,ZFP62
ESR1,CPQ
ESR1,FPGS
ESR1,UAP1L1
ESR1,ANXA6
ESR1,TFRC
ESR1,RAD21
ESR1,SDHAF2
ESR1,MAVS
ESR1,ABCB8
ESR1,CENPA
ESR1,HSD3B7
ESR1,NR4A1
ESR1,XPNPEP1
ESR1,MARS
ESR1,MIS12
ESR1,SQOR
ESR1,IRF1
ESR1,USP37
ESR1,SDSL
ESR1,RAD51
ESR1,PRKAB1
ESR1,WDHD1
ESR1,ORC5
ESR1,PLIN2
