Gene1,Gene2
ATRX,MOV10
ATRX,MSL2
ATRX,SLC7A6
ATRX,IGFBP2
ATRX,PDIA6
ATRX,HIST1H2AC
ATRX,IMPDH1
ATRX,SLC6A8
ATRX,GLS
ATRX,SPOCK1
ATRX,COL4A2
ATRX,COL4A1
ATRX,ZFYVE21
BAZ1A,SFI1
BTAF1,KANSL3
BTAF1,KMT2C
BTAF1,HIST1H2BK
BTAF1,SFI1
BTAF1,MORC3
BTAF1,MTF2
BTAF1,BTAF1
BTAF1,BNIP3
BTAF1,E2F1
BTAF1,TFRC
BTAF1,SMARCA5
BTAF1,HSP90AA1
BTAF1,ULK1
BTAF1,HIST1H2AC
BTAF1,SUMO1
BTAF1,FGF4
BTAF1,GLDC
BTAF1,MYLPF
BTAF1,EP400
BTAF1,GDPD5
BTAF1,ODC1
BTAF1,WDR5
BTAF1,SURF4
BTAF1,RANBP17
BTAF1,HIST1H3H
BTAF1,HIST1H2BL
BTAF1,HIST1H2AI
BTAF1,CDC73
BTAF1,ALPL
BTAF1,COBL
BTAF1,NRF1
BTAF1,NACC1
BTAF1,HIST1H2AF
BTAF1,TPM4
BTAF1,TPD52
BTAF1,PDK1
BTAF1,NEDD4
BTAF1,FBLIM1
BTAF1,PHC1
BTAF1,NELFA
BTAF1,SHROOM3
BTAF1,ARID1A
BTAF1,HIST1H2BN
BTAF1,HIST1H2AK
BTAF1,CBX1
BTAF1,TXNDC12
BTAF1,PHLDA3
BTAF1,PATJ
BTAF1,NUP210
BTAF1,SLC16A1
BTAF1,CBX7
BTAF1,ASNS
BTAF1,CAR2
BTAF1,BEX1
BTAF1,GSR
BTAF1,SMARCAD1
BTAF1,2-Mar
BTAF1,TRIM28
BTAF1,HMCES
BTAF1,HDAC1
BTAF1,INO80
BTAF1,MKRN1
BTAF1,EIF4A2
BTAF1,CNOT3
BTAF1,ARHGAP29
BTAF1,GLS
BTAF1,ITPK1
BTAF1,LAMC1
BTAF1,MOV10
BTAF1,ATP13A3
BTAF1,KDM1A
BTAF1,TSPAN9
BTAF1,SMARCA4
BTAF1,YEATS4
BTAF1,SMARCC1
BTAF1,ZFP281
BTAF1,SLC6A6
BTAF1,RNF2
BTAF1,ABHD5
BTAF1,INSIG1
BTAF1,ELL2
BTAF1,ITGA6
BTAF1,P3H1
BTAF1,PODXL
BTAF1,HIST1H2BF
BTAF1,NCOR1
BTAF1,SUZ12
BTAF1,FAM129B
BTAF1,GMNN
BTAF1,RAD21
BTAF1,KLF2
BTAF1,PARP1
BTAF1,LAMA1
BTAF1,DICER1
BTAF1,CD63
BTAF1,RIF1
BTAF1,EDEM1
BTAF1,MYCN
BTAF1,KDM5B
BTAF1,LDLRAP1
BTAF1,HSPG2
BTAF1,EP300
BTAF1,AMOTL2
BTAF1,TUBB6
BTAF1,GABARAPL2
BTAF1,RYBP
BTAF1,NR4A1
BTAF1,SLC25A4
BTAF1,EZH2
BTAF1,DNAJC10
BTAF1,TXNDC5
BTAF1,GNPDA1
BTAF1,TET3
BTAF1,HDLBP
BTAF1,F3
BTAF1,ME1
BTAF1,TYRO3
BTAF1,MSH6
BTAF1,MYO6
BTAF1,SLC7A6
BTAF1,LEO1
BTAF1,EED
BTAF1,MME
BTAF1,ADAM23
BTAF1,IGFBP2
BTAF1,CBFA2T2
BTAF1,RAD23B
BTAF1,HNRNPL
BTAF1,DR1
BTAF1,EFEMP2
BTAF1,TNK2
BTAF1,CDC42SE2
BTAF1,RARA
BTAF1,P4HB
BTAF1,HDAC2
BTAF1,PDCD4
BTAF1,TET2
BTAF1,TCF12
BTAF1,MRAS
BTAF1,KDELR2
BTAF1,P4HA1
BTAF1,LAMB2
BTAF1,MSL2
BTAF1,TIMP2
BTAF1,P3H4
BTAF1,RRM2
BTAF1,TBX3
BTAF1,SRM
BTAF1,KIT
BTAF1,RAB11A
BTAF1,PLOD2
BTAF1,CTCF
BTAF1,GLIPR2
BTAF1,NFYA
BTAF1,LAMA5
BTAF1,KDM3A
BTAF1,SEMA4C
BTAF1,ZFYVE21
BTAF1,DPY30
BTAF1,RASGRP2
BTAF1,NCAPD3
BTAF1,ERP29
BTAF1,MAN1A2
BTAF1,UBE2C
BTAF1,RNF157
BTAF1,MT2
BTAF1,CKAP4
BTAF1,SMAD3
BTAF1,ARHGEF40
BTAF1,SUMO2
BTAF1,RBPMS2
BTAF1,KLF4
BTAF1,BCAM
BTAF1,PTPN14
BTAF1,UCHL1
BTAF1,SOAT1
BTAF1,PLOD3
BTAF1,PMM1
BTAF1,FN1
BTAF1,THAP11
BTAF1,NDRG1
BTAF1,REST
BTAF1,ZFP57
BTAF1,FRMD4A
BTAF1,EPHA2
BTAF1,KHDC3
BTAF1,SRSF1
BTAF1,SOX2
BTAF1,NIPBL
BTAF1,CHCHD10
BTAF1,GABBR1
BTAF1,SEC24D
BTAF1,RCOR1
BTAF1,NFYB
BTAF1,PARVB
BTAF1,PHF19
BTAF1,TMED2
BTAF1,COL4A2
BTAF1,COL4A1
BTAF1,SDC4
BTAF1,CDK9
BTAF1,LRP2
BTAF1,BASP1
BTAF1,MAFK
BTAF1,CEMIP
BTAF1,RRBP1
BTAF1,RCC2
BTAF1,TMEM150A
BTAF1,SERPINE2
BTAF1,ZYX
BTAF1,STARD10
BTAF1,FGF3
BTAF1,SSR3
BTAF1,BAZ1A
BTAF1,ALG13
BTAF1,UHRF1
BTAF1,GTF3C1
BTAF1,IMPDH1
BTAF1,SALL1
BTAF1,P4HA2
BTAF1,FGFR1
BTAF1,TAF3
BTAF1,MSL1
BTAF1,E2F4
BTAF1,MAPK8
BTAF1,LRRK1
BTAF1,ZC3H11A
BTAF1,PHLDB2
BTAF1,HSP90B1
BTAF1,SOCS2
BTAF1,MYH9
BTAF1,COTL1
BTAF1,RAB3IL1
BTAF1,SMAD2
BTAF1,MBD2
BTAF1,MORF4L2
BTAF1,GALK1
BTAF1,GLUL
BTAF1,SLC25A5
BTAF1,ERF
BTAF1,BAZ2A
BTAF1,HTRA1
BTAF1,ANXA2
BTAF1,CHD4
BTAF1,SRI
BTAF1,BEND5
BTAF1,KAT6B
BTAF1,FST
BTAF1,SPRY2
BTAF1,OBSL1
BTAF1,PDIA6
BTAF1,DDX21
BTAF1,UNG
BTAF1,UTF1
BTAF1,EPOP
BTAF1,CHST15
BTAF1,NOTUM
BTAF1,CSRP2
BTAF1,CTBP2
BTAF1,LMNB1
BTAF1,BCAT1
BTAF1,SIN3A
BTAF1,APP
BTAF1,USP7
BTAF1,UBQLN2
BTAF1,CDC20
BTAF1,GLI2
BTAF1,HSPH1
BTAF1,PLTP
BTAF1,BMPER
BTAF1,SLC6A8
BTAF1,MPHOSPH8
BTAF1,JARID2
BTAF1,CRIP2
BTAF1,LOXL2
BTAF1,ASS1
BTAF1,HDAC3
BTAF1,MANF
BTAF1,PFKP
BTAF1,GLI1
BTAF1,ATRX
BTAF1,SPOCK1
BTAF1,CTSZ
BTAF1,HTATSF1
BTAF1,CLCN5
BTAF1,COL27A1
BTAF1,TGIF1
BTAF1,SGK1
BTAF1,PTH1R
BTAF1,ESRRB
BTAF1,KDELR3
BTAF1,P3H2
BTAF1,EPS8
BTAF1,SLC9A6
BTAF1,GRB10
BTAF1,FAM234A
BTAF1,CCN2
BTAF1,VEGFA
BTAF1,DCXR
BTAF1,TENM4
BTAF1,FGF10
BTAF1,SPRY4
BTAF1,DROSHA
BTAF1,SLCO3A1
BTAF1,ISYNA1
BTAF1,GAS6
BTAF1,SALL4
BTAF1,CDKN1A
BTAF1,NRG1
BTAF1,JUN
BTAF1,EHMT2
BTAF1,COMMD3
BTAF1,DAXX
BTAF1,LTBP4
BTAF1,D230025D16RIK
BTAF1,HIST1H4K
BTAF1,BMI1
BTAF1,FGFR3
BTAF1,TRH
BTAF1,MORC4
BTAF1,ADAM19
BTAF1,HMGA1B
BTAF1,TIMP3
BTAF1,PRDX4
BTAF1,CKB
BTAF1,TAGLN2
BTAF1,PLOD1
BTAF1,PHF5A
BTAF1,CBX8
BTAF1,CHD7
BTAF1,AMPD2
BTAF1,EMP2
BTAF1,SLC26A10
BTAF1,MGST3
BTAF1,STAG2
BTAF1,MEN1
BTAF1,TFE3
BTAF1,CCNB1
BTAF1,CTSD
BTAF1,UPP1
BTAF1,CST3
BTAF1,VSIR
BTAF1,GNAS
BTAF1,NCAPH2
BTAF1,LMF2
BTAF1,RUVBL1
BTAF1,CALU
BTAF1,FXYD6
BTAF1,SORD
BTAF1,ECT2
BTAF1,GJB3
BTAF1,CCNG1
BTAF1,ATP6V0A1
BTAF1,EPHA4
BTAF1,JAM2
BTAF1,IGF2
BTAF1,SPP1
BTAF1,ANP32A
BTAF1,GATA4
BTAF1,PDGFRA
BTAF1,NR0B1
BTAF1,CTSA
BTAF1,KRT8
BTAF1,TXNIP
BTAF1,CTSL
BTAF1,HSPA5
BTAF1,SNURF
BTAF1,ZMYND8
BTAF1,SERPINH1
BTAF1,ZIC3
BTAF1,MED12
BTAF1,FABP3
BTAF1,LAMB1
BTAF1,TINAGL1
BTAF1,TET1
BTAF1,IFITM2
BTAF1,CALR
BTAF1,CMKLR1
BTAF1,TUBB2B
BTAF1,DUSP9
BTAF1,2200002D01RIK
BTAF1,ZFP987
BTAF1,TUBA4A
BTAF1,HS3ST1
BTAF1,VIM
BTAF1,MT1
BTAF1,OPLAH
BTAF1,NONO
BTAF1,ANXA5
BTAF1,AU018091
BTAF1,KRT42
BTAF1,POU5F1
BTAF1,DPP4
BTAF1,SHKBP1
BTAF1,STARD8
BTAF1,FRRS1
BTAF1,LY6G6E
BTAF1,STXBP2
BTAF1,TOP2A
BTAF1,THBD
BTAF1,OTX2
BTAF1,RUVBL2
BTAF1,L1TD1
BTAF1,NID1
BTAF1,HCFC1
BTAF1,DDAH2
BTAF1,MYMX
BTAF1,GPX3
BTAF1,HIP1
BTAF1,ELL3
BTAF1,SELENOW
CBFA2T2,KRT8
CBFA2T2,LAMA5
CBFA2T2,GATA4
CBFA2T2,AMOTL2
CBFA2T2,RASGRP2
CBFA2T2,ODC1
CBFA2T2,SLC6A6
CBFA2T2,TSPAN9
CBFA2T2,LEFTY1
CBFA2T2,RIF1
CBFA2T2,KDM3A
CBFA2T2,SFI1
CBFA2T2,CTSA
CBFA2T2,IFITM1
CBFA2T2,OPLAH
CBFA2T2,SHROOM3
CBFA2T2,LAPTM5
CBFA2T2,SMARCA5
CBFA2T2,MYMX
CBFA2T2,CTH
CBFA2T2,TGIF1
CBFA2T2,UPP1
CBFA2T2,UHRF1
CBFA2T2,TNS4
CBFA2T2,IGFBP2
CBFA2T2,ZMYND8
CBFA2T2,LRPAP1
CBFA2T2,ANXA5
CBFA2T2,SPP1
CBFA2T2,MYLPF
CBFA2T2,NELFA
CBFA2T2,DAXX
CBFA2T2,LY6G6E
CBFA2T2,MKRN1
CBFA2T2,MT2
CBFA2T2,HIST1H4K
CBFA2T2,MED12
CBFA2T2,HIST1H2AC
CBFA2T2,CST3
CBFA2T2,HIST1H3H
CBFA2T2,HIST1H2BL
CBFA2T2,HIST1H2AI
CBFA2T2,HIST1H2BK
CBFA2T2,ARHGAP29
CBFA2T2,HIST1H2AF
CBFA2T2,CLDN6
CBFA2T2,HIST1H2BF
CBFA2T2,GLIPR2
CBFA2T2,FBLIM1
CBFA2T2,ZFYVE21
CBFA2T2,PCOLCE
CBFA2T2,FABP3
CBFA2T2,GLS
CBFA2T2,CHD4
CBFA2T2,DROSHA
CBFA2T2,HDAC1
CBFA2T2,TUBB2B
CBFA2T2,PFKP
CBFA2T2,PARVB
CBFA2T2,KRT42
CBFA2T2,SOAT1
CBFA2T2,CDC20
CBFA2T2,CCNG1
CBX1,SFI1
CBX1,KDM3A
CBX1,HDAC2
CBX1,SMARCA5
CBX1,2410141K09RIK
CBX1,RUVBL1
CBX1,SLC25A4
CBX1,EZH2
CBX1,RNF157
CBX1,GNAS
CBX1,TRIM28
CBX1,MAN1A2
CBX1,SLC7A6
CBX1,EIF4A2
CBX1,TOP2A
CBX1,CDC20
CBX1,SUZ12
CBX1,GLS
CBX1,MORC3
CBX1,PDCD4
CBX1,ATP6V0A1
CBX1,GDPD5
CBX1,COTL1
CBX1,KANSL3
CBX1,ZFP979
CBX7,COL27A1
CBX7,FGF3
CBX7,HTRA1
CBX7,ESRRB
CBX7,GRB10
CBX7,SLCO3A1
CBX7,FGFR3
CBX7,BMPER
CBX7,CHST15
CBX7,PTH1R
CBX7,GAS6
CBX7,GDPD5
CBX7,GNAS
CBX7,THBD
CBX7,P3H2
CBX7,LRRK1
CBX7,APP
CBX7,FST
CBX7,COL4A2
CBX7,COL4A1
CBX7,KHDC3
CBX7,SPOCK1
CBX7,VIM
CBX7,PRDM14
CBX7,PODXL
CBX7,FRMD4A
CBX7,MRAS
CBX7,DKK1
CBX7,SERPINE2
CBX7,SALL1
CBX7,JUN
CBX7,LRP2
CBX7,OBSL1
CBX7,BMI1
CBX7,P4HA2
CBX7,NRG1
CBX7,PHLDB2
CBX7,FGF10
CBX7,PHF19
CBX7,PTPN14
CBX7,KDELR3
CBX7,IGF2
CBX7,EMP2
CBX7,ARHGAP29
CBX7,KLF4
CBX7,NDRG1
CBX7,NOTUM
CBX7,SEMA4C
CBX7,HS3ST1
CBX7,MORC4
CBX7,DPP4
CBX7,BCAT1
CBX7,NID1
CBX7,TIMP3
CBX7,VEGFA
CBX7,LOXL2
CBX7,IMPDH1
CBX7,COMMD3
CBX7,KIT
CBX7,KLF2
CBX7,TIMP2
CBX7,FABP3
CBX7,LAMA1
CBX7,EPHA4
CBX7,SOX17
CBX7,TET3
CBX7,LAMB1
CBX7,BAZ1A
CBX7,MT1
CBX7,PDGFRA
CBX7,CKB
CBX7,TENM4
CBX7,SHROOM3
CBX7,CLCN5
CBX7,CEMIP
CBX7,GLI2
CBX7,CDKN1A
CBX7,TXNIP
CBX7,STARD10
CBX7,ANXA5
CBX7,PHLDA3
CBX7,TYRO3
CBX7,SFI1
CBX7,OTX2
CBX7,SMAD3
CBX7,ANXA2
CBX7,B2M
CBX7,ARHGEF40
CBX7,SDC4
CBX7,SLC25A4
CBX7,UPP1
CBX7,STARD8
CBX7,MME
CBX7,HDAC2
CBX7,MYC
CBX7,ZYX
CBX7,MTF2
CBX7,KRT8
CBX7,DUSP9
CBX7,JAM2
CBX7,IGFBP2
CBX7,TCF12
CBX7,ABHD5
CBX7,RASGRP2
CBX7,NR0B1
CBX7,PARVB
CBX7,GJB3
CBX7,GATA4
CBX7,TRH
CBX7,TBX3
CBX7,LEFTY2
CBX7,F3
CBX7,MT2
CBX7,TUBB6
CBX7,CD63
CBX7,KANSL3
CBX7,P4HA1
CBX7,LAMA5
CBX7,CHD7
CBX7,GLDC
CBX7,VSIR
CBX7,ME1
CBX7,HNRNPL
CBX7,LDHB
CBX7,SGK1
CBX7,CAR2
CBX7,CMKLR1
CBX7,FLRT3
CBX7,GLIPR2
CBX7,SLC7A6
CBX7,SELENOW
CBX7,BEND5
CBX7,HIP1
CBX7,MYMX
CBX7,CKAP4
CBX7,SLC6A8
CBX7,FGF4
CBX7,PDPN
CBX7,TFE3
CBX7,ASS1
CBX7,TUBA4A
CBX7,TMSB4X
CBX7,COTL1
CBX7,COBL
CBX7,PFKP
CBX7,GLUL
CBX7,SERPINH1
CBX7,RAB3IL1
CBX7,TPM4
CBX7,FXYD6
CBX7,ANP32A
CBX7,EPS8
CBX7,FGFR1
CBX7,ADAM19
CBX7,RNF157
CBX7,BASP1
CBX7,FN1
CBX7,SLC26A10
CBX8,SRSF1
CBX8,SMARCA4
CBX8,YEATS4
CBX8,RAD21
CBX8,ERP29
CDK9,HIST1H2BK
CDK9,SFI1
CDK9,HIST1H2AC
CDK9,HIST1H2BL
CDK9,HIST1H2AI
CDK9,EP400
CDK9,HIST1H3H
CDK9,HSPA5
CDK9,MTF2
CDK9,HIST1H2BN
CDK9,HIST1H2AK
CDK9,HIST1H2AF
CDK9,TMED2
CDK9,SGK1
CDK9,EIF4A2
CDK9,HIST1H2BF
CDK9,SRSF1
CDK9,HIST1H4K
CDK9,TXNIP
CDK9,MGST3
CDK9,P4HA1
CDK9,NELFA
CDK9,MYH9
CDK9,TXNDC5
CDK9,NFYA
CDK9,GLS
CDK9,TFRC
CDK9,CDC42SE2
CDK9,SUMO2
CDK9,MAPK8
CDK9,PDK1
CDK9,NDRG1
CDK9,MORC3
CDK9,CALR
CDK9,KLF2
CDK9,HSPH1
CDK9,ARHGAP29
CDK9,KANSL3
CDK9,EDEM1
CDK9,CDKN1A
CDK9,MYMX
CDK9,E2F1
CDK9,ANXA5
CDK9,ARID1A
CDK9,SMARCA5
CDK9,NACC1
CDK9,KMT2C
CDK9,SPP1
CDK9,BCAM
CDK9,ATP6V0A1
CDK9,DDX21
CDK9,CCNG1
CDK9,LDLRAP1
CDK9,SOX2
CDK9,EZH2
CDK9,TUBA4A
CDK9,LRPAP1
CDK9,LAMC1
CDK9,BTAF1
CDK9,MYO6
CDK9,KDM3A
CDK9,LMNB1
CDK9,SUMO1
CDK9,FGFR3
CDK9,ADAM19
CDK9,NANOG
CDK9,L1TD1
CDK9,TDGF1
CDK9,KDM5B
CDK9,SEMA4C
CDK9,D230025D16RIK
CDK9,KDM1A
CDK9,HIST1H1A
CDK9,PMM1
CDK9,RUVBL1
CDK9,IFITM1
CDK9,RRBP1
CDK9,FGF4
CDK9,PHC1
CDK9,GDPD5
CDK9,ELOVL6
CDK9,ISYNA1
CDK9,LTBP4
CDK9,2410141K09RIK
CDK9,RNF2
CDK9,MBD2
CDK9,USP7
CDK9,UPP1
CDK9,GLI1
CDK9,GSTA4
CDK9,ULK1
CDK9,CBX7
CDK9,CTSA
CDK9,FABP3
CDK9,FDPS
CDK9,HSPG2
CDK9,BNIP3
CDK9,GLI2
CDK9,OPLAH
CDK9,MKRN1
CDK9,GJB3
CDK9,CBFA2T2
CDK9,ZFP42
CDK9,ELL3
CDK9,PRDM14
CDK9,APOE
CDK9,TMEM144
CDK9,MME
CDK9,TAF3
CDK9,APOBEC3
CDK9,GTF3C1
CHD4,SFI1
CHD4,CTCF
CHD4,EZH2
CHD4,KDM3A
CHD4,MTF2
CHD4,TMED2
CHD4,RRBP1
CHD4,CALU
CHD4,ITPK1
CHD4,SMARCA5
CHD4,EIF4A2
CHD4,CDC73
CHD4,RUVBL2
CHD4,UBE2C
CHD4,ZC3H11A
CHD4,GNPDA1
CHD4,CBFA2T2
CHD4,SUZ12
CHD4,MYLPF
CHD4,RASGRP2
CHD4,KMT2C
CHD4,SLCO3A1
CHD4,ASS1
CHD4,SEMA4C
CHD4,SLC7A6
CHD4,SRSF1
CHD4,SLC25A4
CHD4,CAR2
CHD4,TET3
CHD4,HNRNPL
CHD4,RCC2
CHD4,MANF
CHD4,FRRS1
CHD4,CNOT3
CHD4,RIF1
CHD4,MKRN1
CHD4,NFYA
CHD4,HDAC2
CHD4,ADAM19
CHD4,LAPTM5
CHD4,SRM
CHD4,HMCES
CHD4,BEND5
CHD4,ZFYVE21
CHD4,SMARCA4
CHD4,PATJ
CHD4,EDEM1
CHD4,TET2
CHD4,CSRP2
CHD4,DNAJC10
CHD4,MORF4L2
CHD4,SPRY4
CHD4,GLIPR2
CHD4,TRIM28
CHD4,TXNIP
CHD4,GSR
CHD4,TPD52
CHD4,LAMC1
CHD4,TMEM150A
CHD4,SMAD2
CHD4,VSIR
CHD4,ELOVL6
CHD4,POU5F1
CHD4,HMGA1B
CHD4,NEDD4
CHD4,LTBP4
CHD4,CKAP4
CHD4,SDC4
CHD4,LAMA1
CHD4,SPP1
CHD4,2410141K09RIK
CHD4,NRG1
CHD4,OPLAH
CHD4,TPM4
CHD4,RBPMS2
CHD4,UTF1
CHD4,TUBB6
CHD4,DPPA2
CHD4,SIN3A
CHD4,MME
CHD4,P3H4
CHD4,ARHGAP29
CHD4,FABP3
CHD4,MT2
CHD4,MYMX
CHD4,ME1
CHD4,SHROOM3
CHD4,NANOG
CHD4,OTX2
CHD4,ARHGEF40
CHD4,DKK1
CHD4,CALCOCO2
CHD4,ZFP979
CHD7,SFI1
CHD7,MTF2
CHD7,LRPAP1
CHD7,SPP1
CTCF,GNPDA1
CTCF,RUVBL2
CTCF,KDM1A
CTCF,VEGFA
CTCF,CDK9
CTCF,STAG2
CTCF,PGA5
CTCF,THAP11
CTCF,SEMA4C
CTCF,CDC73
CTCF,2200002D01RIK
CTCF,RASGRP2
CTCF,COL27A1
CTCF,GLIPR2
CTCF,SLC25A5
CTCF,ITPK1
CTCF,P4HA1
CTCF,GLI1
CTCF,RRBP1
CTCF,APOBEC3
CTCF,RRM2
CTCF,APP
CTCF,PDGFRA
CTCF,LRRK1
CTCF,EP400
CTCF,SPOCK1
CTCF,VSIR
CTCF,NIPBL
CTCF,ADAM19
CTCF,DDAH2
CTCF,MGST3
CTCF,MYO7A
CTCF,LTBP4
CTCF,ALPL
CTCF,HEXIM1
CTCF,CTCF
CTCF,GLI2
CTCF,RCC2
CTCF,PMM1
CTCF,CEMIP
CTCF,SAT1
CTCF,P3H4
CTCF,F3
CTCF,ZYX
CTCF,HS3ST1
CTCF,MYCN
CTCF,ABHD5
CTCF,CAR2
CTCF,TYRO3
CTCF,NUP210
CTCF,FLRT3
CTCF,SGK1
CTCF,SLCO3A1
CTCF,RAB3IL1
CTCF,CTSA
CTCF,SFI1
CTCF,NRG1
CTCF,PHLDB2
CTCF,TIMP2
CTCF,HDLBP
CTCF,FAM234A
CTCF,SLC6A8
CTCF,LAMA1
CTCF,BASP1
CTCF,MORF4L2
CTCF,TGIF1
CTCF,MYLPF
CTCF,ANXA5
CTCF,LAMC1
CTCF,TBX3
CTCF,DCXR
CTCF,PATJ
CTCF,KDM3A
CTCF,TMEM150A
CTCF,JUN
CTCF,HIP1
CTCF,PDCD4
CTCF,GNAS
CTCF,CTBP2
CTCF,CALR
CTCF,CALCOCO2
CTCF,ELL2
CTCF,THBD
CTCF,SLC6A6
CTCF,HNRNPL
CTCF,EPS8
CTCF,TAGLN2
CTCF,SIN3A
CTCF,WDR5
CTCF,PLA2G1B
CTCF,EIF4A2
CTCF,CHST15
CTCF,LEO1
CTCF,CCNB1
CTCF,TPM4
CTCF,HIST1H2AC
CTCF,TRIM28
CTCF,TUBA4A
CTCF,HDAC1
CTCF,POU5F1
CTCF,HIST1H2BN
CTCF,HIST1H2AK
CTCF,UBE2C
CTCF,YEATS4
CTCF,TXNIP
CTCF,KIT
CTCF,BAZ2A
CTCF,GDPD5
CTCF,MEN1
CTCF,HIST1H2BK
CTCF,KRT8
CTCF,HIST1H2BF
CTCF,TMED2
CTCF,ASS1
CTCF,KLF4
CTCF,RAB11A
CTCF,HIST1H2AF
CTCF,HIST1H2BL
CTCF,MYC
CTCF,EMP2
CTCF,ASNS
CTCF,MAPK8
CTCF,NCAPD3
CTCF,AMOTL2
CTCF,TET3
CTCF,TNK2
CTCF,2-Mar
CTCF,EP300
CTCF,TENM4
CTCF,SOAT1
CTCF,SOCS2
CTCF,HIST1H3H
CTCF,HIST1H2AI
CTCF,MSL1
CTCF,SDC4
CTCF,NELFA
CTCF,BMI1
CTCF,CHD7
CTCF,P3H2
CTCF,DKK1
CTCF,RAD23B
CTCF,INO80
CTCF,ODC1
CTCF,ITGA6
CTCF,CRIP2
CTCF,P3H1
CTCF,IMPDH1
CTCF,NOTUM
CTCF,GABBR1
CTCF,ZFP281
CTCF,MORC4
CTCF,RANBP17
CTCF,NACC1
CTCF,SLC25A4
CTCF,PHC1
CTCF,DICER1
CTCF,SMARCA5
CTCF,ATP6V0A1
CTCF,SSR3
CTCF,APOE
CTCF,FRRS1
CTCF,DPY30
CTCF,FGFR1
CTCF,CST3
CTCF,L1TD1
CTCF,HMGA1B
CTCF,CDC42SE2
CTCF,KAT6B
CTCF,TUBB6
CTCF,NR4A1
CTCF,DROSHA
CTCF,MTF2
CTCF,RCOR1
CTCF,ERP29
CTCF,CBX1
CTCF,IGF2
CTCF,MME
CTCF,CBFA2T2
CTCF,LRP2
CTCF,ZC3H11A
CTCF,PLOD1
CTCF,KDELR2
CTCF,EZH2
CTCF,TFRC
CTCF,PHLDA3
CTCF,PHF19
CTCF,SLC16A1
CTCF,SMAD2
CTCF,HSP90AA1
CTCF,SRM
CTCF,SMARCAD1
CTCF,RAD21
CTCF,KANSL3
CTCF,EED
CTCF,EDEM1
CTCF,DR1
CTCF,SRSF1
CTCF,SERPINE2
CTCF,GMNN
CTCF,SHKBP1
CTCF,HSPA5
CTCF,HIST1H4K
CTCF,MBD2
CTCF,IFITM1
CTCF,UTF1
CTCF,GLS
CTCF,KANK3
CTCF,SPRY4
CTCF,MPHOSPH8
CTCF,MYO6
CTCF,AMOT
CTCF,GATA4
CTCF,DNAJC10
CTCF,NR0B1
