,PseudoTime
RamDA_mESC_48h_B08,104.451983
RamDA_mESC_48h_B09,129.8884686
RamDA_mESC_48h_B10,125.0252671
RamDA_mESC_48h_B11,118.0175734
RamDA_mESC_48h_C01,119.4450016
RamDA_mESC_48h_C02,123.5082024
RamDA_mESC_48h_C03,122.6639762
RamDA_mESC_48h_C04,131.9251826
RamDA_mESC_48h_C05,89.8682244
RamDA_mESC_48h_C06,0
RamDA_mESC_48h_C07,108.6574754
RamDA_mESC_48h_C08,115.784597
RamDA_mESC_48h_C09,120.3083108
RamDA_mESC_48h_C10,113.1432662
RamDA_mESC_48h_C11,127.1940031
RamDA_mESC_48h_C12,115.9568997
RamDA_mESC_48h_D01,130.892611
RamDA_mESC_48h_D02,134.6572081
RamDA_mESC_48h_D03,128.1954779
RamDA_mESC_48h_D04,118.1764749
RamDA_mESC_48h_D05,120.164292
RamDA_mESC_48h_D06,125.1718807
RamDA_mESC_48h_D07,124.5027844
RamDA_mESC_48h_D08,126.6459473
RamDA_mESC_48h_D10,124.4326394
RamDA_mESC_48h_D11,113.3664118
RamDA_mESC_48h_D12,106.4831486
RamDA_mESC_48h_E02,103.0532962
RamDA_mESC_48h_E05,116.0228239
RamDA_mESC_48h_E06,118.3893603
RamDA_mESC_48h_E07,118.6912129
RamDA_mESC_48h_E08,112.7637529
RamDA_mESC_48h_E10,117.4900852
RamDA_mESC_48h_E11,131.3468686
RamDA_mESC_48h_E12,123.8197289
RamDA_mESC_48h_F01,122.8890045
RamDA_mESC_48h_F02,118.7961474
RamDA_mESC_48h_F03,120.112526
RamDA_mESC_48h_F04,123.7915544
RamDA_mESC_48h_F05,123.1350477
RamDA_mESC_48h_F06,121.2824297
RamDA_mESC_48h_F07,117.6991842
RamDA_mESC_48h_F08,121.0754639
RamDA_mESC_48h_F09,112.7891691
RamDA_mESC_48h_F10,127.6469725
RamDA_mESC_48h_F11,121.8215705
RamDA_mESC_48h_F12,125.670915
RamDA_mESC_48h_G01,125.6239087
RamDA_mESC_48h_G03,106.5051872
RamDA_mESC_48h_G04,122.2165554
RamDA_mESC_48h_G05,125.5194009
RamDA_mESC_48h_G06,120.933498
RamDA_mESC_48h_G07,142.1161552
RamDA_mESC_48h_G08,120.513251
RamDA_mESC_48h_G09,118.8475054
RamDA_mESC_48h_G10,128.7146621
RamDA_mESC_48h_G11,135.8751216
RamDA_mESC_48h_G12,129.4358556
RamDA_mESC_48h_H01,126.1914584
RamDA_mESC_48h_H02,116.1185225
RamDA_mESC_48h_H03,123.2086692
RamDA_mESC_48h_H04,126.5936505
RamDA_mESC_48h_H05,120.6155415
RamDA_mESC_48h_H06,138.1118389
RamDA_mESC_48h_H07,130.0213035
RamDA_mESC_48h_H08,125.2811121
RamDA_mESC_48h_H09,121.2217906
RamDA_mESC_48h_H10,117.8183214
RamDA_mESC_48h_H11,122.1524597
RamDA_mESC_48h_H12,121.9582694
RamDA_mESC_72h_A04,141.9536034
RamDA_mESC_72h_A05,142.0797196
RamDA_mESC_72h_A06,135.7709305
RamDA_mESC_72h_A07,134.6520978
RamDA_mESC_72h_A08,141.347725
RamDA_mESC_72h_A09,131.8403724
RamDA_mESC_72h_A11,142.7704257
RamDA_mESC_72h_B01,140.1064211
RamDA_mESC_72h_B02,148.9583338
RamDA_mESC_72h_B03,142.4706598
RamDA_mESC_72h_B04,145.4013231
RamDA_mESC_72h_B05,136.2935329
RamDA_mESC_72h_B06,141.699594
RamDA_mESC_72h_B07,136.5855342
RamDA_mESC_72h_B08,128.3731405
RamDA_mESC_72h_B09,144.8952863
RamDA_mESC_72h_B10,125.1251041
RamDA_mESC_72h_B11,150.5436816
RamDA_mESC_72h_B12,158.7888758
RamDA_mESC_72h_C01,142.6181193
RamDA_mESC_72h_C02,140.6248368
RamDA_mESC_72h_C03,147.00902
RamDA_mESC_72h_C04,143.2396071
RamDA_mESC_72h_C05,128.2713664
RamDA_mESC_72h_C06,134.4952301
RamDA_mESC_72h_C07,136.6699933
RamDA_mESC_72h_C08,147.1577697
RamDA_mESC_72h_C09,133.8676037
RamDA_mESC_72h_C10,135.6754762
RamDA_mESC_72h_C11,150.2287887
RamDA_mESC_72h_C12,139.5814047
RamDA_mESC_72h_D01,137.9955696
RamDA_mESC_72h_D02,140.1553839
RamDA_mESC_72h_D03,149.6972593
RamDA_mESC_72h_D04,138.430157
RamDA_mESC_72h_D05,146.4557702
RamDA_mESC_72h_D06,142.6376774
RamDA_mESC_72h_D07,142.975083
RamDA_mESC_72h_D08,128.1764547
RamDA_mESC_72h_D09,158.7434894
RamDA_mESC_72h_D10,125.236384
RamDA_mESC_72h_D11,134.1428079
RamDA_mESC_72h_D12,144.368545
RamDA_mESC_72h_E01,156.2154999
RamDA_mESC_72h_E02,145.121279
RamDA_mESC_72h_E03,147.5956656
RamDA_mESC_72h_E04,145.4209274
RamDA_mESC_72h_E05,134.5506623
RamDA_mESC_72h_E06,140.4537708
RamDA_mESC_72h_E07,143.7435573
RamDA_mESC_72h_E08,127.3987672
RamDA_mESC_72h_E09,139.4279411
RamDA_mESC_72h_E10,136.9548286
RamDA_mESC_72h_E11,146.5341768
RamDA_mESC_72h_E12,132.6394369
RamDA_mESC_72h_F01,142.3683335
RamDA_mESC_72h_F02,140.3763191
RamDA_mESC_72h_F03,141.8888022
RamDA_mESC_72h_F04,141.8154261
RamDA_mESC_72h_F05,135.2897105
RamDA_mESC_72h_F06,131.1619368
RamDA_mESC_72h_F07,138.9609114
RamDA_mESC_72h_F08,148.3188785
RamDA_mESC_72h_F09,136.8778838
RamDA_mESC_72h_F10,141.4681183
RamDA_mESC_72h_F11,136.7839173
RamDA_mESC_72h_F12,142.6882144
RamDA_mESC_72h_G01,143.5429078
RamDA_mESC_72h_G02,139.4826209
RamDA_mESC_72h_G03,141.2471031
RamDA_mESC_72h_G04,151.2512286
RamDA_mESC_72h_G05,143.9345329
RamDA_mESC_72h_G06,144.7900592
RamDA_mESC_72h_G07,141.4393173
RamDA_mESC_72h_G08,151.451615
RamDA_mESC_72h_G09,138.7976458
RamDA_mESC_72h_G10,137.5790448
RamDA_mESC_72h_G11,137.9319444
RamDA_mESC_72h_G12,136.3045115
RamDA_mESC_72h_H01,144.4439307
RamDA_mESC_72h_H02,140.8280318
RamDA_mESC_72h_H03,141.2573892
RamDA_mESC_72h_H04,138.9393991
RamDA_mESC_72h_H05,140.1757989
RamDA_mESC_72h_H06,141.4306052
RamDA_mESC_72h_H07,138.8198391
RamDA_mESC_72h_H08,145.9081896
RamDA_mESC_72h_H09,143.4048956
RamDA_mESC_72h_H10,136.764419
RamDA_mESC_72h_H11,142.3991097
RamDA_mESC_72h_H12,138.3343182
