Gene1,Gene2
ESR1,RRAS
ESR1,SSH2
ESR1,GSTM1
ESR1,SOCS2
ESR1,AFDN
ESR1,NCEH1
ESR1,GM4951
ESR1,IL17RA
ESR1,EEPD1
ESR1,ELOVL5
ESR1,LSP1
ESR1,OSGIN1
ESR1,FRMD6
ESR1,CDT1
ESR1,EFNA1
ESR1,ARRDC4
ESR1,LHCGR
ESR1,PLD4
ESR1,MGAT1
ESR1,GBP9
ESR1,ERP29
ESR1,MEIS1
ESR1,CD63
ESR1,CAMK1D
ESR1,PRNP
ESR1,ITSN1
ESR1,PYGL
ESR1,SLC22A3
ESR1,TGM2
ESR1,NUDT19
ESR1,CDK19
ESR1,ZFP62
ESR1,CPQ
ESR1,UAP1L1
ESR1,CHRNB1
ESR1,SERP1
ESR1,HSD3B7
ESR1,SNAP47
ESR1,RNF213
ESR1,TMEM123
ESR1,NUCB2
ESR1,SDSL
ESR1,MPZL1
ESR1,RAB27B
ESR1,CBX7
ESR1,ABHD17B
ESR1,DYNLL1
ESR1,SLC18A1
ESR1,ITGB5
ESR1,RGS19
ESR1,DCK
ESR1,CTSL
ESR1,SPNS2
ESR1,CISH
ESR1,TMEM14C
ESR1,GNG11
ESR1,NSMF
ESR1,HAAO
ESR1,STK17B
ESR1,TUBB4B
ESR1,BDH2
ESR1,SAT1
ESR1,CD34
ESR1,PPM1G
ESR1,FDFT1
ESR1,TIPIN
ESR1,SMPDL3A
ESR1,ICA1
ESR1,ANXA2
ESR1,FHL1
ESR1,JPT1
ESR1,IL18BP
ESR1,LDHB
ESR1,TBC1D5
ESR1,ART4
ESR1,MOGS
ESR1,CREG1
ESR1,IL1R1
ESR1,STXBP1
ESR1,FADS1
ESR1,SERPINB6A
ESR1,PLIN3
ESR1,OTUB2
ESR1,DUSP6
ESR1,ME2
ESR1,RASSF2
ESR1,CKS1B
ESR1,STARD4
ESR1,RNF38
ESR1,MAN1A
ESR1,NT5C3
ESR1,GMNN
ESR1,PLXNC1
ESR1,MYO5A
ESR1,BLNK
ESR1,UBE2L6
ESR1,GIMAP8
ESR1,CBFB
ESR1,FOXO1
ESR1,ARL11
ESR1,NWD1
ESR1,OBSL1
ESR1,GBP4
ESR1,CAV2
ESR1,PSTPIP1
ESR1,TINAGL1
ESR1,SLC26A11
ESR1,APP
ESR1,FKBP9
ESR1,UNC93B1
ESR1,JAM3
ESR1,PKN3
ESR1,PGRMC1
ESR1,ALDH1A1
ESR1,RNF125
ESR1,PPCDC
ESR1,IFI27
ESR1,PTP4A3
ESR1,KCNK5
ESR1,NCAPD2
ESR1,POLA2
ESR1,FAM171A1
ESR1,CTNNAL1
ESR1,S100A6
ESR1,CLIP3
ESR1,ZFP367
ESR1,COL4A2
ESR1,COL4A1
ESR1,FUT8
ESR1,MYLK
ESR1,RCSD1
ESR1,H2-DMA
ESR1,CD55
ESR1,LACTB
ESR1,EMP1
ESR1,SLC44A2
ESR1,MSMO1
ESR1,TAPT1
ESR1,TRIM59
ESR1,GATA2
ESR1,MYC
ESR1,CD81
ESR1,TFR2
ESR1,CTTN
ESR1,SNAP23
ESR1,ENG
ESR1,ZFP422
ESR1,VEGFC
ESR1,AMPD2
ESR1,MEF2C
ESR1,BCL2
ESR1,CCT2
ESR1,FSTL1
ESR1,SLC16A10
ESR1,GBP2
ESR1,TPM4
ESR1,SPC24
ESR1,MCTP2
ESR1,PAG1
ESR1,TMEM173
ESR1,WLS
ESR1,ARHGEF18
ESR1,CTSG
ESR1,METTL7A1
ESR1,ESAM
ESR1,GRAMD1A
ESR1,ARID5A
ESR1,VAV3
ESR1,CSGALNACT1
ESR1,SDC1
ESR1,TOP2A
ESR1,ARHGAP18
ESR1,CCDC112
ESR1,CAPG
ESR1,N4BP3
ESR1,FLNA
ESR1,CDKN1C
ESR1,MAMDC2
ESR1,IL17RE
ESR1,SLCO3A1
ESR1,IGFBP4
ESR1,LYN
ESR1,SATB1
ESR1,CDK6
ESR1,RFTN1
ESR1,MN1
ESR1,CASP12
ESR1,F2R
ESR1,GNG2
ESR1,MPO
ESR1,CD44
ESR1,ARHGAP15
ESR1,APOE
ESR1,AKNA
ESR1,PPIC
ESR1,SULT1A1
ESR1,CPXM1
ESR1,PRUNE2
ESR1,CDK18
ESR1,USP11
ESR1,LGMN
ESR1,SERPINB1A
ESR1,CERS4
ESR1,TSPAN2
ESR1,PRR5
ESR1,KAZALD1
ESR1,TRPV2
ESR1,NPDC1
ESR1,VAMP5
ESR1,TFEC
ESR1,ADGRG3
ESR1,PRKCH
ESR1,CD9
ESR1,OTULINL
ESR1,FUT7
ESR1,CCL9
ESR1,NLRC3
ESR1,ESR1
ESR1,GP9
ESR1,PDE1B
ESR1,RASA4
ESR1,NRROS
ESR1,PTPRE
ESR1,SLC16A11
ESR1,AFF3
ESR1,GSTT1
ESR1,IRF8
ESR1,UPP1
ESR1,LCK
ESR1,PLPPR3
ESR1,RAMP1
ESR1,PAQR5
ESR1,KIF17
ESR1,VLDLR
ESR1,SLC2A3
ESR1,PLXDC2
ESR1,DPP4
ESR1,PARVG
ESR1,RP2
ESR1,PDGFRB
ESR1,CRIP1
ESR1,NAPSA
ESR1,GAS2L3
ESR1,UHRF1
ESR1,ITGA6
ESR1,GOLM1
ESR1,CADPS2
ESR1,PARP8
ESR1,DOCK10
ESR1,TES
ESR1,STK10
ESR1,MAGED2
ESR1,ANGPT1
ESR1,GM973
ESR1,ABCG2
ESR1,MKI67
ESR1,ANKRD44
ESR1,EMB
ESR1,ZMIZ1
ESR1,WFDC2
ESR1,TFPI
ESR1,PRIM1
ESR1,PKIB
ESR1,PRPS2
ESR1,UBASH3A
ESR1,GGTA1
ESR1,SP100
ESR1,TBXA2R
ESR1,SLC35D3
ESR1,PECAM1
ESR1,GDF3
ESR1,IL18RAP
ESR1,ABCG3
ESR1,IL12A
ESR1,SLC9A9
ESR1,TEK
ESR1,ARHGAP27
ESR1,IL7R
ESR1,ITM2A
ESR1,PRSS57
ESR1,LDHD
ESR1,F11R
ESR1,RHOH
ESR1,DDX4
ESR1,CMAH
ESR1,PTGS1
FOXO1,TXNIP
FOXO1,LTB
FOXO1,COQ8A
FOXO1,RNF38
FOXO1,FCHO2
FOXO1,POLA2
FOXO1,ANKRD44
FOXO1,ERP29
FOXO1,ST8SIA4
FOXO1,PPP1R15A
FOXO1,SLC39A13
FOXO1,SELENOP
FOXO1,NDRG2
FOXO1,SNAP23
FOXO1,CBFB
FOXO1,CCNG2
FOXO1,STK17B
FOXO1,TMEM206
FOXO1,SSH2
FOXO1,LONP2
FOXO1,RGS2
FOXO1,PAG1
FOXO1,TMEM123
FOXO1,LAG3
FOXO1,PAFAH2
FOXO1,FUT8
FOXO1,SERP1
FOXO1,GMNN
FOXO1,FOXO1
FOXO1,ITGB7
FOXO1,PLSCR4
FOXO1,ITSN1
FOXO1,ANXA5
FOXO1,MYCT1
FOXO1,MGAT1
FOXO1,SATB1
FOXO1,PPCDC
FOXO1,SELPLG
FOXO1,STARD4
FOXO1,GIMAP8
FOXO1,PRIM1
FOXO1,CD55
FOXO1,KCTD12
FOXO1,IKZF1
FOXO1,SLBP
FOXO1,RHOF
FOXO1,CMAH
FOXO1,ATP8B4
FOXO1,DYNLL1
FOXO1,MYC
FOXO1,CDKN1C
GATA2,ITSN1
GATA2,P2RX1
GATA2,TXNIP
GATA2,GSN
GATA2,ART4
GATA2,P2RY14
GATA2,SLC2A3
GATA2,TESPA1
GATA2,NT5C3
GATA2,SPI1
GATA2,SAMSN1
GATA2,SGMS1
GATA2,GGT5
GATA2,SELPLG
GATA2,NLRC3
GATA2,CD63
GATA2,CST7
GATA2,CCNG2
GATA2,NEURL3
GATA2,LONP2
GATA2,SLBP
GATA2,SLC18A2
GATA2,CISH
GATA2,NRROS
GATA2,ST8SIA4
GATA2,TFR2
GATA2,LGMN
GATA2,RASSF2
GATA2,IRAK3
GATA2,SPNS2
GATA2,IGFBP4
GATA2,TUBB4B
GATA2,PPCDC
GATA2,SPNS3
GATA2,SLC26A11
GATA2,MKI67
GATA2,CREG1
GATA2,NAPSA
GATA2,ELF1
GATA2,UBE2L6
GATA2,GFI1B
GATA2,PAFAH2
GATA2,CCT2
GATA2,ANGPT1
GATA2,PLIN3
GATA2,PPP1R15A
GATA2,GAA
GATA2,ZFP62
GATA2,TFPI
GATA2,PTPRE
GATA2,HACD4
GATA2,TNFAIP2
GATA2,RHOF
GATA2,ELOVL5
GATA2,GBP9
GATA2,ADSSL1
GATA2,GBP4
GATA2,SLC16A10
GATA2,PTP4A3
GATA2,MGAT1
GATA2,CERS4
GATA2,FGD2
GATA2,H2-DMA
GATA2,TES
GATA2,LAX1
GATA2,FUCA2
GATA2,SLFN2
GATA2,TOP2A
GATA2,TRAF1
GATA2,NHP2
GATA2,RBPMS
GATA2,C1RL
GATA2,DTL
GATA2,LRRC8C
GATA2,SLC29A1
GATA2,UNC93B1
GATA2,RAG2
GATA2,AMPD2
GATA2,CDT1
GATA2,SLC39A13
GATA2,FHL1
GATA2,NSMF
GATA2,DUSP1
GATA2,CD244A
GATA2,ABHD17B
GATA2,CIPC
GATA2,LCK
GATA2,TIPIN
GATA2,TBC1D5
GATA2,CD33
GATA2,NKG7
GATA2,RASAL3
GATA2,NCAPD2
GATA2,CNN3
GATA2,GRAMD1A
GATA2,DOCK11
GATA2,ARID5A
GATA2,CAMK1D
GATA2,ARHGAP18
GATA2,STARD4
GATA2,CTSF
GATA2,GPR171
GATA2,CBFB
GATA2,S100A6
GATA2,UBA7
GATA2,NCEH1
GATA2,ITGB2
GATA2,JPT1
GATA2,CD44
GATA2,CFP
GATA2,PF4
GATA2,TYROBP
GATA2,ERP29
GATA2,VAMP1
GATA2,PRNP
GATA2,CD55
GATA2,TMEM123
GATA2,FAM110C
GATA2,CDK19
GATA2,SNAP23
GATA2,COQ8A
GATA2,UPP1
GATA2,DEF8
GATA2,PLSCR4
GATA2,PECAM1
GATA2,ESR1
GATA2,ME2
GATA2,ITPR2
GATA2,CD9
GATA2,LY9
GATA2,MYCT1
GATA2,IL12A
GATA2,MAN1A
GATA2,GM2A
GATA2,GGTA1
GATA2,ARRDC4
GATA2,DUSP6
GATA2,RANBP1
GATA2,KCTD12
GATA2,ANXA5
GATA2,ABCG3
GATA2,CD34
GATA2,LACTB
GATA2,MPZL1
GATA2,ZFP367
GATA2,TM6SF1
GATA2,TRIM16
GATA2,APLP2
GATA2,KAZALD1
GATA2,FKBP9
GATA2,VEGFC
GATA2,TMEM206
GATA2,ANKRD33B
GATA2,AFDN
