,PseudoTime1
HSPC_125,0.11357041
HSPC_089,0.100146956
HSPC_096,0.093730611
HSPC_108,0.104218578
HSPC_114,0.119589033
HSPC_120,0.029661514
HSPC_126,0.059620494
HSPC_090,0.09624645
Prog_103,0.108653187
LT_HSC_031,0.060806269
Prog_116,0.078907891
LT_HSC_033,0.023806279
LT_HSC_034,0.033849608
LT_HSC_036,0.007977566
Prog_096,0.112303835
HSPC_133,0.080915
HSPC_139,0.045318373
HSPC_151,0.083893714
HSPC_127,0.071791852
HSPC_134,0.096405224
HSPC_140,0.081283555
HSPC_152,0.113986351
HSPC_158,0.109265883
HSPC_164,0.080171516
HSPC_135,0.031670303
HSPC_141,0.069960919
HSPC_153,0.133127701
HSPC_159,0.055170876
HSPC_165,0.090653627
LT_HSC_039,0.046759946
HSPC_136,0.073680273
HSPC_142,0.084333345
HSPC_154,0.093864396
HSPC_166,0.100797856
LT_HSC_040,0.095226155
HSPC_130,0.062650625
HSPC_149,0.060466454
HSPC_155,0.06553666
HSPC_161,0.069232684
LT_HSC_041,0.030165023
HSPC_131,0.096555575
HSPC_138,0.042645734
HSPC_144,0.08160548
HSPC_156,0.137028941
HSPC_162,0.139809704
HSPC_132,0.100414441
Prog_151,0.090612582
LT_HSC_043,0.038707171
Prog_135,0.063993667
Prog_142,0.099246167
LT_HSC_046,0.034117773
HSPC_175,0.095832991
HSPC_181,0.08000902
HSPC_187,0.075655326
HSPC_199,0.040781827
HSPC_205,0.091475585
LT_HSC_049,0.109823386
HSPC_169,0.06364737
HSPC_176,0.112284439
HSPC_182,0.058886149
HSPC_200,0.03770766
LT_HSC_050,0.028180069
HSPC_170,0.132324905
HSPC_177,0.106872641
HSPC_183,0.075334997
HSPC_189,0.12336616
HSPC_195,0.095672949
HSPC_207,0.106804766
LT_HSC_051,0.050197493
HSPC_171,0.047780626
HSPC_178,0.147881427
HSPC_196,0.111736491
HSPC_202,0.038522818
HSPC_208,0.111917714
LT_HSC_052,0.032556284
HSPC_172,0.074468662
HSPC_179,0.112070053
HSPC_185,0.065778466
HSPC_191,0.025985503
HSPC_203,0.129532694
HSPC_173,0.118752161
HSPC_180,0.092974463
HSPC_192,0.147366486
HSPC_198,0.058690976
HSPC_204,0.074133679
HSPC_210,0.092215105
LT_HSC_054,0.032232967
HSPC_174,0.110707669
Prog_193,0.088234977
LT_HSC_055,0.01925024
LT_HSC_057,0.017494599
LT_HSC_058,0.011031268
LT_HSC_060,0.035401191
Prog_204,0.145658248
HSPC_229,0.042210104
HSPC_235,0.090713325
HSPC_247,0.08578653
HSPC_211,0.064900549
HSPC_218,0.059854589
HSPC_224,0.047786396
HSPC_230,0.056196042
HSPC_248,0.067072045
LT_HSC_062,0.064999661
HSPC_212,0.065274246
HSPC_219,0.049341615
HSPC_225,0.069245822
HSPC_231,0.087674696
HSPC_237,0.064800719
HSPC_243,0.090036136
HSPC_249,0.062383094
HSPC_213,0.097786518
HSPC_232,0.080474824
HSPC_244,0.04442531
HSPC_250,0.087111378
HSPC_214,0.080439865
HSPC_221,0.0115503
HSPC_227,0.120709424
HSPC_233,0.058440454
HSPC_239,0.089563722
HSPC_245,0.115293355
HSPC_251,0.09957213
LT_HSC_065,0.005369782
HSPC_222,0.100835204
HSPC_240,0.06938055
HSPC_246,0.114841776
LT_HSC_066,0.030001446
HSPC_216,0.098177241
Prog_223,0.090784637
LT_HSC_068,0.009103245
LT_HSC_069,0.026699038
Prog_244,0.099402831
LT_HSC_071,0.025530439
LT_HSC_072,0.03056387
Prog_234,0.075058006
Prog_246,0.105608327
HSPC_265,0.041806105
HSPC_271,0.091499646
HSPC_283,0.079663072
HSPC_289,0.102681275
LT_HSC_073,0.021923181
HSPC_253,0.089555577
HSPC_266,0.087043264
HSPC_278,0.049512746
HSPC_290,0.097440244
LT_HSC_074,0.024086688
HSPC_254,0.092309825
HSPC_261,0.112256606
HSPC_267,0.130400193
HSPC_291,0.1080588
LT_HSC_075,0.014123049
HSPC_255,0.058324432
HSPC_274,0.064067169
HSPC_280,0.091005364
HSPC_286,0.060343785
HSPC_292,0.089194294
LT_HSC_076,0.024323501
HSPC_263,0.089409853
HSPC_269,0.067899482
HSPC_281,0.089536514
HSPC_287,0.087843549
HSPC_293,0.053316915
LT_HSC_077,0.11531983
HSPC_257,0.090393633
HSPC_264,0.051308175
HSPC_270,0.096089456
HSPC_276,0.109467564
HSPC_282,0.077339202
HSPC_288,0.092362821
HSPC_294,0.078536072
LT_HSC_078,0.029605785
Prog_259,0.108671336
Prog_266,0.126690327
LT_HSC_080,0.030372394
LT_HSC_081,0.015505576
LT_HSC_082,0.137381502
Prog_270,0.092215105
HSPC_301,0.072629123
HSPC_307,0.083800675
HSPC_313,0.08311504
HSPC_325,0.074710028
HSPC_331,0.071317761
LT_HSC_085,0.041538874
HSPC_295,0.088270898
HSPC_302,0.080820965
HSPC_308,0.081882838
HSPC_314,0.064230393
HSPC_320,0.087777696
HSPC_326,0.063345967
LT_HSC_086,0.039845303
HSPC_296,0.081255418
HSPC_303,0.091254921
HSPC_309,0.083210149
HSPC_315,0.062041144
HSPC_321,0.059917918
HSPC_327,0.090838831
HSPC_333,0.095322455
HSPC_297,0.071329191
HSPC_304,0.053806905
HSPC_310,0.08010528
HSPC_322,0.024852407
HSPC_328,0.067942103
HSPC_334,0.102918913
LT_HSC_088,0.084753441
HSPC_298,0.060225881
HSPC_305,0.071201946
HSPC_317,0.072998548
HSPC_323,0.131894536
HSPC_329,0.12149862
HSPC_335,0.066393068
LT_HSC_089,0.038141218
HSPC_299,0.080787005
HSPC_306,0.103189637
HSPC_312,0.070456363
HSPC_318,0.102466431
HSPC_324,0.057621908
HSPC_330,0.114554134
HSPC_336,0.092187451
LT_HSC_090,0.021472411
HSPC_300,0.117675597
LT_HSC_093,0.031638965
LT_HSC_094,0.041619197
LT_HSC_096,0.065143776
HSPC_343,0.090848382
HSPC_349,0.070191805
HSPC_367,0.069051015
HSPC_373,0.05617167
HSPC_350,0.069002457
HSPC_368,0.093819007
HSPC_374,0.029861457
HSPC_345,0.081485612
HSPC_363,0.036992599
HSPC_339,0.109873585
HSPC_346,0.092857292
HSPC_352,0.103815015
HSPC_358,0.109507759
HSPC_376,0.081003767
HSPC_353,0.08976299
HSPC_359,0.035861784
HSPC_365,0.045118709
HSPC_371,0.082547497
HSPC_341,0.091087529
HSPC_348,0.069948009
HSPC_354,0.097140606
HSPC_360,0.100878656
HSPC_372,0.074705666
LT_HSC_103,0.051818155
LT_HSC_107,0.059370472
HSPC_391,0.100378719
HSPC_403,0.074097624
HSPC_409,0.094585513
HSPC_415,0.044278468
HSPC_386,0.012656998
HSPC_392,0.097163601
HSPC_398,0.076346
HSPC_416,0.096897252
HSPC_422,0.068805557
HSPC_380,0.058042889
HSPC_387,0.097052036
HSPC_399,0.025746764
HSPC_405,0.110129553
HSPC_417,0.101826346
HSPC_423,0.037178277
HSPC_388,0.11789563
HSPC_400,0.094293546
HSPC_406,0.036109814
HSPC_412,0.093031797
HSPC_418,0.130242548
HSPC_424,0.097312198
HSPC_382,0.077072417
HSPC_407,0.093019312
HSPC_413,0.125409804
HSPC_419,0.085538678
HSPC_425,0.069440184
HSPC_383,0.13022485
HSPC_390,0.028574496
HSPC_396,0.122841214
HSPC_402,0.062175672
HSPC_420,0.052559177
HSPC_426,0.107863048
HSPC_451,0.068133299
HSPC_457,0.029965477
HSPC_463,0.062444925
LT_HSC_109,0.052152561
HSPC_440,0.059254849
HSPC_446,0.053947693
LT_HSC_110,0.017650443
HSPC_435,0.114771081
HSPC_441,0.04487844
HSPC_447,0.069885666
HSPC_453,0.041795268
HSPC_459,0.121711096
HSPC_465,0.045678115
LT_HSC_111,0.016934988
HSPC_436,0.112789928
HSPC_442,0.131424253
HSPC_448,0.123087027
HSPC_454,0.096550806
HSPC_460,0.039355296
HSPC_466,0.064494017
LT_HSC_112,0.00270458
HSPC_443,0.118223041
HSPC_449,0.060945647
HSPC_455,0.057881449
HSPC_461,0.046294058
HSPC_467,0.109838201
LT_HSC_113,0
HSPC_431,0.038535401
HSPC_444,0.12957041
HSPC_450,0.123242648
HSPC_456,0.115610621
HSPC_462,0.045995013
HSPC_468,0.12134576
LT_HSC_114,0.114836912
HSPC_432,0.049664366
Prog_433,0.081544096
LT_HSC_115,0.019324659
Prog_427,0.107193483
Prog_446,0.106205302
Prog_464,0.115479676
LT_HSC_116,0.061499781
Prog_428,0.10151964
LT_HSC_117,0.025208729
LT_HSC_120,0.040902121
HSPC_475,0.050626151
HSPC_493,0.053404602
HSPC_499,0.111983467
HSPC_505,0.054849495
HSPC_482,0.112395533
HSPC_488,0.073378466
HSPC_494,0.154539916
HSPC_500,0.042718809
HSPC_506,0.128334096
LT_HSC_122,0.146109395
HSPC_470,0.066977062
HSPC_477,0.056955019
HSPC_483,0.045688234
HSPC_489,0.101244842
HSPC_495,0.076677649
HSPC_507,0.129393881
LT_HSC_123,0.026780646
HSPC_471,0.134785233
HSPC_478,0.053140128
HSPC_490,0.06061657
HSPC_496,0.043696152
HSPC_502,0.01789989
HSPC_508,0.108704313
LT_HSC_124,0.027569287
HSPC_472,0.048064053
HSPC_479,0.07052513
HSPC_485,0.091990132
HSPC_491,0.073020926
HSPC_497,0.113267941
HSPC_503,0.083985978
HSPC_509,0.062137479
LT_HSC_125,0.013770409
HSPC_473,0.041226565
HSPC_480,0.048364112
HSPC_486,0.060462799
HSPC_492,0.098048682
HSPC_498,0.114085164
HSPC_504,0.120767806
HSPC_510,0.058910865
LT_HSC_126,0.030188151
HSPC_474,0.117256504
Prog_481,0.111707771
LT_HSC_128,0.04244339
Prog_495,0.105099931
LT_HSC_130,0.025505378
Prog_485,0.075367472
LT_HSC_131,0.011985553
LT_HSC_132,0.053754792
Prog_504,0.079519659
Prog_474,0.067651702
HSPC_523,0.05880458
HSPC_535,0.074618334
HSPC_541,0.068847538
HSPC_547,0.039484263
HSPC_518,0.106726016
HSPC_524,0.062447065
HSPC_530,0.134089214
HSPC_548,0.11476657
HSPC_512,0.039521885
HSPC_537,0.064590254
HSPC_543,0.1072431
HSPC_549,0.048026088
HSPC_520,0.030314103
HSPC_526,0.054659386
HSPC_532,0.061487988
HSPC_538,0.048430238
HSPC_544,0.082873377
HSPC_550,0.084585012
HSPC_514,0.034556069
HSPC_521,0.035247594
HSPC_527,0.147388397
HSPC_533,0.040038656
HSPC_539,0.121900861
HSPC_545,0.04024642
HSPC_551,0.108402946
LT_HSC_137,0.024284251
HSPC_515,0.138161127
HSPC_522,0.084010007
HSPC_528,0.09624645
HSPC_534,0.155624325
HSPC_540,0.12148602
HSPC_546,0.036302593
HSPC_552,0.047965065
LT_HSC_138,0.026240616
HSPC_516,0.125450935
LT_HSC_139,0.042950073
Prog_524,0.077111525
LT_HSC_140,0.051953019
Prog_519,0.094847961
Prog_537,0.097118073
Prog_532,0.093226039
LT_HSC_144,0.067172126
Prog_552,0.059077578
HSPC_559,0.052866177
HSPC_571,0.120822919
HSPC_577,0.105402127
HSPC_589,0.037605758
LT_HSC_145,0.045298529
HSPC_553,0.092699954
HSPC_560,0.068175742
HSPC_566,0.125663177
HSPC_578,0.029194985
HSPC_584,0.116539863
HSPC_590,0.023722614
LT_HSC_146,0.010587463
HSPC_554,0.031121508
HSPC_567,0.127249586
HSPC_573,0.118105303
HSPC_579,0.11444135
HSPC_585,0.037794077
LT_HSC_147,0.020484084
HSPC_555,0.061524281
HSPC_562,0.052895718
HSPC_568,0.108468683
HSPC_574,0.091914075
HSPC_580,0.130182056
HSPC_586,0.126170968
HSPC_592,0.119869749
LT_HSC_148,0.033960749
HSPC_556,0.018498007
HSPC_563,0.139274043
HSPC_569,0.079659005
HSPC_575,0.111054957
HSPC_593,0.071072448
LT_HSC_149,0.04729701
HSPC_557,0.109865805
HSPC_576,0.047592441
HSPC_582,0.115164061
HSPC_594,0.019946398
LT_HSC_150,0.037097255
LT_HSC_151,0.102431491
Prog_572,0.100880033
LT_HSC_152,0.032300026
Prog_561,0.071950518
Prog_573,0.090497252
LT_HSC_156,0.037331156
Prog_558,0.107751865
HSPC_601,0.096353847
HSPC_607,0.065280474
HSPC_613,0.049168153
HSPC_625,0.107953218
HSPC_631,0.067902813
HSPC_595,0.040146124
HSPC_602,0.104867943
HSPC_608,0.108376558
HSPC_614,0.063823726
HSPC_620,0.109598915
HSPC_626,0.058805231
LT_HSC_158,0.045334363
HSPC_596,0.04973422
HSPC_603,0.113870196
HSPC_615,0.049032096
HSPC_627,0.112154063
HSPC_633,0.11398054
HSPC_597,0.03518924
HSPC_604,0.049177146
HSPC_610,0.076072933
HSPC_628,0.12034514
HSPC_634,0.109497247
HSPC_598,0.036564121
HSPC_617,0.117330664
HSPC_623,0.070352691
HSPC_629,0.108684158
HSPC_635,0.062234888
LT_HSC_161,0.031589767
HSPC_599,0.055655512
HSPC_606,0.048326447
HSPC_612,0.118413982
HSPC_618,0.122703476
HSPC_624,0.118770175
HSPC_630,0.094138486
HSPC_636,0.10372668
HSPC_600,0.140568214
Prog_631,0.143457472
LT_HSC_163,0.017183014
Prog_595,0.071300663
Prog_602,0.120636033
LT_HSC_164,0.012219322
Prog_627,0.062328102
LT_HSC_165,0.017064239
LT_HSC_166,0.037917806
Prog_617,0.104242439
LT_HSC_167,0.014573349
HSPC_643,0.117973989
HSPC_649,0.061141881
HSPC_661,0.052320393
HSPC_667,0.047816252
HSPC_673,0.113954299
LT_HSC_169,0.014410967
HSPC_637,0.115016263
HSPC_644,0.104762838
HSPC_656,0.116655025
HSPC_662,0.047456818
HSPC_668,0.087995881
HSPC_674,0.131053307
LT_HSC_170,0.025604154
HSPC_638,0.085654585
HSPC_645,0.131544779
HSPC_657,0.112004983
HSPC_663,0.101854249
HSPC_669,0.037647111
LT_HSC_171,0.030700312
HSPC_639,0.028130488
HSPC_646,0.114705392
HSPC_652,0.042024179
HSPC_658,0.089576873
HSPC_664,0.118493194
HSPC_670,0.060252506
HSPC_676,0.126718208
LT_HSC_172,0.005019012
HSPC_640,0.027883196
HSPC_665,0.022834309
HSPC_671,0.121243633
LT_HSC_173,0.000206392
HSPC_641,0.035163507
HSPC_648,0.128578865
HSPC_654,0.052444239
HSPC_660,0.056553753
HSPC_666,0.087684888
HSPC_672,0.116050644
HSPC_678,0.049840095
LT_HSC_174,0.00634471
LT_HSC_176,0.017512909
Prog_669,0.102667812
LT_HSC_177,0.024605826
Prog_665,0.093183016
LT_HSC_179,0.023453667
LT_HSC_180,0.037695238
Prog_642,0.085199089
HSPC_703,0.066193895
HSPC_679,0.087832838
HSPC_692,0.10708502
HSPC_698,0.095563863
HSPC_704,0.105048046
HSPC_716,0.047518839
HSPC_680,0.11195297
HSPC_687,0.114392312
HSPC_699,0.106228889
HSPC_705,0.091589163
HSPC_717,0.071832753
LT_HSC_183,0.020383204
HSPC_681,0.020336369
HSPC_706,0.075393853
LT_HSC_184,0.027482585
HSPC_682,0.089344549
HSPC_689,0.070676664
HSPC_695,0.108525078
HSPC_701,0.036973747
HSPC_707,0.097704252
HSPC_719,0.034673237
HSPC_683,0.096538987
HSPC_690,0.072094913
HSPC_696,0.078403676
HSPC_702,0.127251836
HSPC_708,0.047704542
HSPC_714,0.041091435
HSPC_720,0.09682641
LT_HSC_187,0.035005832
Prog_692,0.07344052
Prog_704,0.087297438
LT_HSC_188,0.012568132
Prog_680,0.115545025
Prog_693,0.107226228
LT_HSC_191,0.041299834
Prog_690,0.056877114
LT_HSC_192,0.039590429
Prog_684,0.098135497
HSPC_727,0.040605034
HSPC_733,0.040142569
HSPC_745,0.113989657
HSPC_751,0.043618059
HSPC_757,0.101605322
LT_HSC_193,0.031577632
HSPC_721,0.068915882
HSPC_734,0.089138989
HSPC_740,0.015136348
HSPC_746,0.085405282
HSPC_752,0.102303931
HSPC_758,0.114737022
LT_HSC_194,0.011365014
HSPC_722,0.050744081
HSPC_729,0.029211301
HSPC_735,0.037204841
HSPC_747,0.080016941
HSPC_753,0.116217242
HSPC_759,0.038979903
LT_HSC_195,0.008188869
HSPC_723,0.118421547
HSPC_730,0.112296193
HSPC_736,0.046006013
HSPC_742,0.025151218
HSPC_748,0.128413349
HSPC_760,0.0268227
HSPC_724,0.021627846
HSPC_731,0.083139513
HSPC_737,0.081621397
HSPC_743,0.112670795
HSPC_749,0.031719177
HSPC_755,0.128861501
HSPC_761,0.033813427
LT_HSC_197,0.015157625
HSPC_725,0.051012516
HSPC_732,0.036838648
HSPC_738,0.027063082
HSPC_744,0.055269178
HSPC_750,0.066155833
HSPC_756,0.124260617
HSPC_762,0.045565872
LT_HSC_198,0.031307125
Prog_733,0.070671532
Prog_728,0.065519101
LT_HSC_200,0.017761573
LT_HSC_201,0.023332415
Prog_725,0.071179618
LT_HSC_204,0.153239753
HSPC_769,0.084753441
HSPC_781,0.050739379
HSPC_787,0.082155083
HSPC_799,0.054526645
HSPC_770,0.08429282
HSPC_776,0.05828285
HSPC_782,0.126559183
HSPC_788,0.107727111
HSPC_794,0.124037313
HSPC_800,0.071431097
LT_HSC_206,0.019589704
HSPC_764,0.052665218
HSPC_771,0.064367238
HSPC_777,0.09828792
HSPC_783,0.039781839
HSPC_789,0.052111179
HSPC_795,0.048906933
HSPC_801,0.118128168
LT_HSC_207,0.029266407
HSPC_765,0.061274881
HSPC_772,0.039330897
HSPC_778,0.079931825
HSPC_784,0.044164278
HSPC_790,0.111894587
HSPC_796,0.091299666
HSPC_802,0.066070756
LT_HSC_208,0.029947223
HSPC_766,0.085337063
HSPC_773,0.052632731
HSPC_785,0.109336904
HSPC_791,0.100777125
HSPC_797,0.133482488
HSPC_803,0.055996322
HSPC_767,0.060146419
HSPC_774,0.093267302
HSPC_780,0.107776263
HSPC_786,0.035092326
HSPC_798,0.037568394
HSPC_804,0.030231838
LT_HSC_210,0.014156765
HSPC_768,0.068251753
Prog_793,0.080350342
LT_HSC_211,0.042857381
Prog_763,0.079918129
Prog_782,0.016165765
LT_HSC_212,0.018799594
Prog_801,0.068979183
LT_HSC_213,0.023830814
Prog_784,0.046562176
LT_HSC_214,0.0209623
Prog_797,0.090129485
LT_HSC_215,0.030339716
HSPC_835,0.043702576
HSPC_841,0.097895516
HSPC_812,0.053338364
HSPC_818,0.029073493
HSPC_824,0.04132164
HSPC_836,0.058188022
HSPC_842,0.110756984
HSPC_848,0.017708606
HSPC_806,0.099569356
HSPC_813,0.049968012
HSPC_819,0.050996524
HSPC_825,0.06177313
HSPC_831,0.121675418
HSPC_837,0.096087258
HSPC_843,0.128604788
HSPC_849,0.027373575
HSPC_807,0.099568955
HSPC_814,0.080016941
HSPC_820,0.116341455
HSPC_826,0.049770063
HSPC_832,0.133652852
HSPC_838,0.061546434
HSPC_844,0.125001095
HSPC_808,0.111921822
HSPC_815,0.073730723
HSPC_821,0.031657813
HSPC_827,0.112764565
HSPC_833,0.084753441
HSPC_845,0.113757949
HSPC_851,0.115209196
HSPC_809,0.057381072
HSPC_816,0.059076422
HSPC_822,0.036683237
HSPC_828,0.116454571
HSPC_834,0.022680437
HSPC_840,0.105242152
HSPC_846,0.05960016
HSPC_852,0.131881676
HSPC_810,0.065088251
Prog_817,0.094984148
Prog_808,0.098469021
Prog_833,0.097691747
